prov_name,dist_name_421,notes,alt_dist_names_421,prov_id_421_CSO_char,dist_id_421_CSO_char,prov_name_Farsi_421_CSO,dist_name_farsi_421_CSO,prov_name_Pashto_421_CSO,dist_name_Pashto_421_CSO,Popl_18-19_421_CSO_6-18,Popl_18-19_419_CSO_6-18,Popl_18-19_407_CSO_6-18,Popl_18_19_399_CSO_6-18,dist_name_414_CSO_OCHA_8-16,Popl_16-17_414_CSO-OCHA_8-16,Popl_16-17_407_CSO-OCHA_8-16,Popl_16-17_399_CSO_OCHA_8-16,prov_name_407_USFOR,dist_name_407_USFOR,Popl_Jan18_USFOR_407_USFOR,Popl_1_31_18_USFOR_399_AGCHO,Popl_est_2017_iMMAP_399_AGCHO
PAKTIA,Dand Patan,,,13,1311,پکتیا,دند پتان,پکتیا,د ډنډ پټان ,28999,28999,28999,28999,Dand Patan,27564,27564,27564,PAKTIYA,Dand Patan,32000,32000,35900
PAKTIA,Garda Siray,Garda Siray was part of Waza Zadran in the 407-district set,,13,1314,پکتیا,گرده څیړی,پکتیا,NA,12210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAKTIA,Gardez,,,13,1301,پکتیا,گردیز,پکتیا,گردیز,92038,92038,92038,92038,Paktya Center(Gardez),87219,87219,87219,PAKTIYA,Gardez,104000,104000,144000
PAKTIA,Jaji,,Ali Khel or Zazi Aryob,13,1307,پکتیا,جاجی,پکتیا,د ځاځی ,68777,68777,68777,68777,Jaji,65377,65377,65377,PAKTIYA,Jaji,77000,77000,56700
PAKTIA,Jani Khel,,,13,1309,پکتیا,جانی خیل,پکتیا,د جانی خيلو ,38108,38108,38108,38108,Jani Khel,36226,36226,36226,PAKTIYA,Jani Khel,43000,43000,18800
PAKTIA,Laja Ahmad Khel,,Ahmad Khel,13,1308,پکتیا,لجه احمد خیل,پکتیا,د لجه احمد خيل ,24893,24893,24893,45423,Laja Ahmad khel,23662,23662,43178,PAKTIYA,Lajah Ahmad Khel,36000,51000,29800
PAKTIA,Laja Mangel,,,13,1312,پکتیا,لجه منگل,پکتیا,د لجه منگل ,20530,20530,20530,NA,Laja Mangel,19516,19516,NA,PAKTIYA,Lajah Mangal,15000,NA,NA
PAKTIA,Mirzaka,,,13,1313,پکتیا,میر زکه,پکتیا,د میرزکه ,9368,9368,9368,NA,Mirzaka,8904,8904,NA,PAKTIYA,Mirzakah,22000,NA,NA
PAKTIA,Rohany Baba,Rohany Baba was part of Zurmat in the 407-district set,,13,1315,پکتیا,روحانی بابا,پکتیا,NA,22231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAKTIA,Samkani,,Chamkani,13,1310,پکتیا,ولسوالى څمكنى,پکتیا,د څمکنیو ,54535,54535,54535,54535,Samkani,51838,51838,51838,PAKTIYA,Tsamkani,62000,62000,67000
PAKTIA,Sayyid Karam,,,13,1306,پکتیا,سید کرم,پکتیا,د سيد کرم ,60820,60820,60820,70188,Sayyid Karam,57814,57814,66718,PAKTIYA,Sayyid Karam,57000,79000,44700
PAKTIA,Wuza Zadran,,Zadran,13,1305,پکتیا,وزه ځدران,پکتیا,د وزى ځدران ,26540,38750,38750,38750,Wuza Zadran,36836,36836,36836,PAKTIYA,Dzadran,44000,44000,47700
PAKTIA,Zurmat,,,13,1303,پکتیا,زرمت,پکتیا,د زرمت ,95176,117407,117407,117407,Zurmat,111604,111604,111604,PAKTIYA,Zurmat,131000,131000,142000
PAKTIA ,Shwak,,,13,1304,پکتیا,شواک,پکتیا,د شواک ,6032,6032,6032,6032,Shwak,5732,5732,5732,PAKTIYA,Shwak,7000,7000,4850
PAKTIKA,Barmal,,,12,1214,پکتیکا,برمل,پکتیکا,د برمل ,74374,74374,74374,74374,Barmal,36104,36104,36104,PAKTIKA,Bermal,44000,44000,69100
PAKTIKA,Dila Wa Khushamand,,,12,1216,پکتیکا,دیله وخوشا مند,پکتیکا,د ديله وخوشا مند ,46211,46211,46211,46211,DilaWa Khushamand,26102,26102,26102,PAKTIKA,Dilah,31000,31000,33900
PAKTIKA,Giyan,,,12,1215,پکتیکا,گیان,پکتیکا,د گيان ,46165,46165,46165,46165,Giyan,36104,36104,36104,PAKTIKA,Giyan,41000,41000,14600
PAKTIKA,Gomal,,,12,1208,پکتیکا,گومل,پکتیکا,د گومل ,44992,44992,44992,44992,Gomal,8050,8050,8050,PAKTIKA,Gomal,10000,10000,46100
PAKTIKA,Jani Khel,,,12,1209,پکتیکا,جانی خیل,پکتیکا,د جانی خيلو ,35611,35611,35611,35611,Jani Khel,24882,24882,24882,PAKTIKA,Jani Khel,30000,30000,36700
PAKTIKA,Mata Khan,,,12,1202,پکتیکا,متا خان,پکتیکا,د مټا خان ,26259,26259,26259,26259,Mata Khan,25858,25858,25858,PAKTIKA,Mota Khan,31000,31000,18600
PAKTIKA,Nika,,,12,1213,پکتیکا,نیکه,پکتیکا,د نيکه ,16458,16458,16458,16458,Nika,12929,12929,12929,PAKTIKA,Nikeh,15000,15000,8780
PAKTIKA,Omna,,,12,1206,پکتیکا,اومنه,پکتیکا,د اومنى ,22996,22996,22996,22996,Omna,12563,12563,12563,PAKTIKA,Omnah,15000,15000,18700
PAKTIKA,Sar Rawza,,,12,1205,پکتیکا,سرروضه,پکتیکا,د سرروضى ,35785,35785,35785,35785,Sar Rawza,24028,24028,24028,PAKTIKA,Sar Rawza,28000,28000,18300
PAKTIKA,Sharan,,,12,1201,پکتیکا,شرن,پکتیکا,شرن,62495,62495,62495,62495,Paktika Center(Sharan),52062,52062,52062,PAKTIKA,Sharan,61000,61000,52300
PAKTIKA,Surubi,,,12,1210,پکتیکا,سروبی,پکتیکا,د سروبی ,37525,37525,37525,37525,Surubi,12929,12929,12929,PAKTIKA,Sarobi,15000,15000,19300
PAKTIKA,Turwo,,Tarwe,12,1219,پکتیکا,تروو,پکتیکا,د تروو ,10881,10881,10881,10881,Turwo,2196,2196,2196,PAKTIKA,Turwo,3000,3000,9060
PAKTIKA,Urgoon,,,12,1211,پکتیکا,ارگون,پکتیکا,د ارگون ,87454,87454,87454,87454,Urgoon,57326,57326,57326,PAKTIKA,Urgun,68000,68000,33000
PAKTIKA,Wazakhwah,,,12,1217,پکتیکا,وازه خواه,پکتیکا,د وازه خواه ,45051,45051,45051,45051,Wazakhwah,24028,24028,24028,PAKTIKA,Wazah Khwah,28000,28000,47100
PAKTIKA,Wormamay,,,12,1218,پکتیکا,ورممی,پکتیکا,د وړممی ,21032,21032,21032,21032,Wormamay,3660,3660,3660,PAKTIKA,Wur Mamay,4000,4000,48700
PAKTIKA,Yahya Khel,,,12,1204,پکتیکا,یحیی خیل,پکتیکا,د يحيی خيلو ,28753,28753,28753,28753,Yahya Khel,18052,18052,18052,PAKTIKA,Yahya Khel,21000,21000,21200
PAKTIKA,Yosuf Khel,,,12,1203,پکتیکا,یوسف خیل,پکتیکا,د يوسف خيلو ,28195,28195,28195,28195,Yosuf Khel,14027,14027,14027,PAKTIKA,Yosuf Khel,17000,17000,26100
PAKTIKA,Zarghun Shahr,,Khair Kot or Katawaz,12,1207,پکتیکا,زرغون شهر,پکتیکا,د زرغون شهر,40607,40607,40607,40607,Zarghun Shahr,30980,30980,30980,PAKTIKA,Zarghun Shahr,36000,36000,32200
PAKTIKA,Ziruk,,,12,1212,پکتیکا,زیروک,پکتیکا,د زيړوک ,38066,38066,38066,38066,Ziruk,20003,20003,20003,PAKTIKA,Ziruk,23000,23000,12600
PANJSHIR,Abshar,,,8,808,پنجشیر,آبشار,پنجشیر,د ابشار ,12061,12061,12061,NA,Ab shar,11466,11466,NA,PANJSHAYR,Abshar,16000,NA,NA
PANJSHIR,Bazarak,,,8,801,پنجشیر,بازارک,پنجشیر,بازارک,20531,20531,20531,20531,Panjsher  Center (Bazarak),19515,19515,19515,PANJSHAYR,Bazarak,22000,22000,22200
PANJSHIR,Darah,,,8,803,پنجشیر,دره,پنجشیر,د دره ,15141,15141,15141,27202,Darah,14392,14392,25858,PANJSHAYR,Darah,15000,31000,35300
PANJSHIR,Khinj,,Hissa-e-Awal,8,804,پنجشیر,حصه اول,پنجشیر,د حصه اول(خينج) ,43627,43627,43627,43627,Hissa-e- Awal   (Khinj),41470,41470,41470,PANJSHAYR,Khinj,48000,48000,45400
PANJSHIR,Paryan,,,8,807,پنجشیر,پریان,پنجشیر,د پريان ,16168,16168,16168,16168,Paryan,15368,15368,15368,PANJSHAYR,Parian,18000,18000,18400
PANJSHIR,Rukha,,,8,802,پنجشیر,رخه,پنجشیر,د رخه ,25021,25021,25021,25021,Rukha,23784,23784,23784,PANJSHAYR,Rukhah,28000,28000,21400
PANJSHIR,Shutul,,,8,806,پنجشیر,شتل,پنجشیر,د شتل ,11933,11933,11933,11933,Shutul,11344,11344,11344,PANJSHAYR,Shutul,13000,13000,6430
PANJSHIR,Unaba,,Anawa or Hisa-e-Char,8,805,پنجشیر,عنابه,پنجشیر,د عنابه ,19633,19633,19633,19633,Unaba,18662,18662,18662,PANJSHAYR,Unabah,23000,23000,20200
PARWAN,Bagram,,,3,302,پروان,بگرام,پروان,د بگرام ,113173,113173,113173,113173,Bagram,107579,107579,107579,PARWAN,Bagram,128000,128000,136000
PARWAN,Charikar,,,3,301,پروان,چاریکار,پروان,چاریکار,194471,194471,194471,194471,Parwan Center (Charikar ),184229,184229,184229,PARWAN,Charikar,222000,222000,162000
PARWAN,Jabulussaraj,,,3,305,پروان,جبل السراج,پروان,د جبل السراج ,69845,69845,69845,69845,Jabulussaraj,66374,66374,66374,PARWAN,Jabul us Saraj,77000,77000,54700
PARWAN,Koh-e-Safi,,,3,308,پروان,کوه صافی,پروان,د كوه صافي ,33875,33875,33875,33875,Koh-e- Safi,32200,32200,32200,PARWAN,Koh-e Safi,38000,38000,32400
PARWAN,Salang,,,3,306,پروان,سالنگ,پروان,د سالنگ ,28357,28357,28357,28357,Salang,26955,26955,26955,PARWAN,Salang,31000,31000,21700
PARWAN,Sayyid Khel,,,3,304,پروان,سید خیل,پروان,د سيد خيل ,49787,49787,49787,49787,Sayyid  Khel,47325,47325,47325,PARWAN,Sayyid Khayl,55000,55000,50700
PARWAN,Shaykh Ali,,,3,310,پروان,شیخ علی,پروان,د شيخ علي ,26946,26946,26946,26946,Shaykh  Ali,25614,25614,25614,PARWAN,Shaykh 'Ali,31000,31000,42200
PARWAN,Shinwari,,,3,303,پروان,شینواری,پروان,د شينوارى ,44910,44910,44910,44910,Shinwari,42690,42690,42690,PARWAN,Shinwari,51000,51000,58200
PARWAN,Sia Gird,,Ghorband,3,307,پروان,سیاه گرد,پروان,د سيا گرد (غوربند) ,105603,105603,105603,105603,syahgird  ('Ghurband),100383,100383,100383,PARWAN,Siahgird Ghorband,118000,118000,157000
PARWAN,Surkhi Parsa,,,3,309,پروان,سرخ پارسا,پروان,د سرخ پارسا ,44654,44654,44654,44654,Surkhi  parsa,42446,42446,42446,PARWAN,Surkhi Parsa,49000,49000,60000
SAMANGAN,Aybak,,,20,2001,سمنگان,ایبک,سمنگان,ایبک,114061,114061,114061,114061,Samangan Center (Aybak)  ,108098,108098,108098,SAMANGAN,Aibak,126000,126000,104000
SAMANGAN,Dara-e-Soof-e-Bala,,,20,2007,سمنگان,دره صوف بالا,سمنگان,د درۀ صوف بالا ,45167,45167,45167,45167,Dara -e-soof-e- Bala,67084,67084,67084,SAMANGAN,Darah-ye-Suf-e Bala,77000,77000,76100
SAMANGAN,Dara-e-Soof-i-Payin,,,20,2006,سمنگان,دره صوف پائین,سمنگان,د درۀ صوف پائين ,43499,43499,43499,43499,Dara -e-soof-i-Payin,74159,74159,74159,SAMANGAN,Darah-ye-Suf-e Pa'in,70000,70000,74900
SAMANGAN,Feroz Nakhcheer,,,20,2004,سمنگان,فیروز نخچیر,سمنگان,د فيروز نخچير,14243,14243,14243,14243,Feroz  Nakhcheer,13539,13539,13539,SAMANGAN,Fayroz Nakhchir,16000,16000,18500
SAMANGAN,Hazrat-e-Sultan,,,20,2002,سمنگان,حضرت سلطان,سمنگان,د حضرت سلطان ,49786,49786,49786,49786,Hazrat -e-Sultan,42934,42934,42934,SAMANGAN,Hazrat-e-Sultan,71000,71000,90500
SAMANGAN,Khuram Wa Sarbagh,,,20,2003,سمنگان,خرم و سارباغ,سمنگان,د خرم و سارباغ ,78014,78014,78014,78014,Khuram Wa Sarbagh,41348,41348,41348,SAMANGAN,Khuram wa Sar Bagh,48000,48000,57700
SAMANGAN,Rui-Do-Ab,,,20,2005,سمنگان,روی دواب,سمنگان,د روي دوآب ,70573,70573,70573,70573,Rui- Do- Ab,47325,47325,47325,SAMANGAN,Ruy Do Ab,56000,56000,53100
SARIPUL,Balkhab,,,22,2207,سرپل,بلخا ب,سرپل,د بلخا ب ,54919,54919,54919,54919,Balkhab,52204,52204,52204,SAR-E PUL,Balkhab,62000,62000,60100
SARIPUL,Gosfandi,,,22,2206,سرپل,گوسفندی,سرپل,د گوسفندی ,61847,61847,61847,61847,Gosfandi,58790,58790,58790,SAR-E PUL,Gosfandi,69000,69000,85800
SARIPUL,Kohistanat,,,22,2203,سرپل,کوهستانات,سرپل,د کوهستانات ,87382,87382,87382,87382,Kohistanat,83063,83063,83063,SAR-E PUL,Kohistanat,99000,99000,146000
SARIPUL,Sancharak,,,22,2205,سرپل,سانچارک,سرپل,د سانچارک ,110932,110932,110932,110932,Sancharak,105306,105306,105306,SAR-E PUL,Sancharak,123000,123000,97400
SARIPUL,Sar-e-Pul,,,22,2201,سرپل,سرپل,سرپل,سرپل,170499,170499,170499,170499,Saripul Center (Sar-e-Pul),161735,161735,161735,SAR-E PUL,Sar-e Pul,192000,192000,176000
SARIPUL,Sayyad,,,22,2202,سرپل,صیاد,سرپل,د صياد ,59538,59538,59538,59538,Sayyad,56595,56595,56595,SAR-E PUL,Sayad,67000,67000,79000
SARIPUL,Sozma Qala,,,22,2204,سرپل,سوزمه قلعه,سرپل,د سوزمه قلعه ,54020,54020,54020,54020,Sozma Qala,51350,51350,51350,SAR-E PUL,Sozmah Qal'ah,63000,63000,63200
TAKHAR,Baharak,,,18,1803,تخار,بهارک,تخار,د بهارک ,33746,33746,33746,33746,Baharak,32078,32078,32078,TAKHAR,Baharak,46000,46000,48200
TAKHAR,Bangi,,,18,1804,تخار,بنگی,تخار,د بنگی ,38367,38367,38367,38367,Bangi,36470,36470,36470,TAKHAR,Bangi,45000,45000,61400
TAKHAR,Chahab,,,18,1816,تخار,چاه آب,تخار,د چاه آب ,86587,86587,86587,86587,Chahab,82044,82044,82044,TAKHAR,Chah Ab,96000,96000,107000
TAKHAR,Chal,,,18,1805,تخار,چال,تخار,د چال ,30796,30796,30796,30796,Chal,29273,29273,29273,TAKHAR,Chal,32000,32000,46200
TAKHAR,Darqad,,,18,1815,تخار,درقد,تخار,د درقد ,29384,29384,29384,29384,Darqad,27932,27932,27932,TAKHAR,Darqad,33000,33000,81500
TAKHAR,Dashti Qala,,,18,1812,تخار,دشت قلعه,تخار,د دشت قلعه ,34902,34902,34902,34902,Dashti Qala,33176,33176,33176,TAKHAR,Dasht-e Qal'ah,41000,41000,79300
TAKHAR,Eshkamesh,,,18,1811,تخار,اشکمش,تخار,د اشکمش ,64415,64415,64415,64415,Eshkamesh,61230,61230,61230,TAKHAR,Ishkamish,74000,74000,76800
TAKHAR,Farkhar,,,18,1808,تخار,فرخار,تخار,د فرخار ,51198,51198,51198,51198,Farkhar,48637,48637,48637,TAKHAR,Farkhar,58000,58000,55700
TAKHAR,Hazar Sumuch,,,18,1802,تخار,هزار سموچ,تخار,د هزار سموچ ,15013,15013,15013,15013,Hazar Sumuch,14270,14270,14270,TAKHAR,Hazar Sumuch,24000,24000,28600
TAKHAR,Kalafgan,,,18,1807,تخار,کلفگان,تخار,د کلفگان ,38494,38494,38494,38494,Kalafgan,36592,36592,36592,TAKHAR,Kalafgan,43000,43000,63700
TAKHAR,Khwaja Bahawuddin,,,18,1814,تخار,خواجه بهاوالدین,تخار,د خواجه بهاوالدين ,25406,25406,25406,25406,Khwaja Bahawuddin,24150,24150,24150,TAKHAR,Khwaja Bahawuddin,29000,29000,37200
TAKHAR,Khwaja Ghar,,,18,1809,تخار,خواجه غار,تخار,د خواجه غار ,73426,73426,73426,73426,Khwaja Ghar,69720,69720,69720,TAKHAR,Khwaja Ghar,82000,82000,75900
TAKHAR,Namak Ab,,,18,1806,تخار,نمک آب,تخار,د نمک آب ,13344,13344,13344,13344,Namak Ab,12685,12685,12685,TAKHAR,Namak Ab,15000,15000,42400
TAKHAR,Rustaq,,,18,1810,تخار,رستاق,تخار,د رستاق ,179591,179591,179591,179591,Rustaq,170572,170572,170572,TAKHAR,Rustaq,194000,194000,315000
TAKHAR,Taluqan,,,18,1801,تخار,تالقان,تخار,تالقان,248830,248830,248830,248830,Takhar  Center (Taluqan),235726,235726,235726,TAKHAR,Taluqan,269000,269000,338000
TAKHAR,Warsaj,,,18,1813,تخار,ورسج,تخار,د ورسج ,41446,41446,41446,41446,Warsaj,39397,39397,39397,TAKHAR,Warsaj,46000,46000,44000
TAKHAR,Yangi Qala,,,18,1817,تخار,ینگی قلعه,تخار,د ينگی قلعه ,48907,48907,48907,48907,Yangi Qala,46384,46384,46384,TAKHAR,Yangi Qal'ah,55000,55000,69600
UROZGAN,Chinarto,,,25,2507,ارزگان,چینارتو,ارزگان,د چنارتو,13986,13986,13986,NA,Chinarto,13295,13295,NA,UROZGAN,Chinartu,32000,NA,NA
UROZGAN,Chora,,,25,2503,ارزگان,چوره,ارزگان,د چوره ,55818,55818,55818,69804,Chora,53057,53057,66352,UROZGAN,Chorah,46000,78000,65700
UROZGAN,Dehraoud,,,25,2502,ارزگان,دهراود,ارزگان,د دهراود ,66797,66797,66797,66797,Dehraoud,63457,63457,63457,UROZGAN,Deh Rawud,75000,75000,86400
UROZGAN,Gizab,Pashto and Farsi name differs,,25,2506,ارزگان,گیزاب,ارزگان,د چنارتو ,45948,45948,84347,84347,Gizab,70307,70307,70307,DAIKUNDI,Gizab,82000,82000,82500
UROZGAN,Khas Urozgan,,,25,2505,ارزگان,خاص ارزگان,ارزگان,د خاص ارزگان ,61719,61719,61719,61719,Khas Urozgan,58668,58668,58668,UROZGAN,Khas Uruzgan,69000,69000,65900
UROZGAN,Shahidi Hassas,,Charchino,25,2504,ارزگان,شهید حساس,ارزگان,د شهيد حساس ,64413,64413,64413,64413,Shahidhassas,61230,61230,61230,UROZGAN,Shahidi Hassas,72000,72000,74900
UROZGAN,Tirinkot,,,25,2501,ارزگان,انتخاب کردن,ارزگان,انتخاب کردن,112283,112283,112283,112283,Urozgan Center (Tirinkot),106657,106657,106657,UROZGAN,Tirin Kot,125000,125000,147000
WARDAK,Chak-e-Wardak,,,4,404,وردک,چک وردک,وردک,د چک وردک ,92130,92130,92130,92130,Chak-e- Wardak,87576,87576,87576,WARDAK,Chak-e Wardak,103000,103000,135000
WARDAK,Daimirdad,,,4,406,وردک,دایمیرداد,وردک,د دايميرداد ,33876,33876,33876,33876,Daimir Dad,32200,32200,32200,WARDAK,Daimirdad,38000,38000,47700
WARDAK,Hissa-e-Awal-e-Behsud,,,4,407,وردک,حصه اول بهسود,وردک,د حصۀ اول بهسود ,40419,40419,40419,40419,Hissa-e- awali Behsud,38421,38421,38421,WARDAK,Hisah-e Awal-e Behsud,46000,46000,44800
WARDAK,Jaghatu,,,4,408,وردک,جغتو,وردک,د جغتو ,49914,49914,49914,49914,Jaghatu,47447,47447,47447,WARDAK,Jaghatu,56000,56000,41500
WARDAK,Jalrez,,,4,403,وردک,جلریز,وردک,د جلريز ,57870,57870,57870,57870,Jalrez,55009,55009,55009,WARDAK,Jalrayz,65000,65000,46000
WARDAK,Maidan Shahr,,,4,401,وردک,میدان شهر,وردک,میدان شهر,44180,44180,44180,44180,Wardak  Center (Maidan Shahr)      ,41959,41959,41959,WARDAK,Maidan Shahr,49000,49000,47500
WARDAK,Markaz-e-Behsud,,,4,409,وردک,مرکز بهسود,وردک,د مرکز بهسود ,130239,130239,130239,130239,Markaz-e- Behsud,123801,123801,123801,WARDAK,Markaz-e-Behsud,145000,145000,122000
WARDAK,Nerkh,,,4,402,وردک,نرخ,وردک,د نرخ ,62232,62232,62232,62232,Nerkh,59156,59156,59156,WARDAK,Nerkh,72000,72000,60000
WARDAK,Sayyid Abad,,,4,405,وردک,سید آباد,وردک,د سيد آباد ,126774,126774,126774,126774,Sayyid Abad,120508,120508,120508,WARDAK,Sayyidabad,140000,140000,118000
ZABUL,Arghandab,,,26,2605,زابل,ارغنداب,زابل,د ارغنداب ,35671,35671,35671,35671,Arghandab,33908,33908,33908,ZABUL,Arghandab,40000,40000,38100
ZABUL,Atghar,,,26,2608,زابل,اتغر,زابل,د اتغر ,13578,13578,13578,13578,Atghar,9026,9026,9026,ZABUL,Atghar,11000,11000,12600
ZABUL,Daichopan,,,26,2607,زابل,دایچوپان,زابل,د دايچوپان ,42986,42986,42986,42986,Daichopan,40861,40861,40861,ZABUL,Daichopan,48000,48000,36700
ZABUL,Kakar,,Khak-e-Afghan,26,2611,زابل,کاکر,زابل,د کاکړ(خاک افغان),26303,26303,26303,26303,Kakar (khak-e-afghan ),25004,25004,25004,ZABUL,Kakar,30000,30000,39300
ZABUL,Mizan,,,26,2604,زابل,میزان,زابل,د ميزان ,20883,20883,20883,20883,Mizan,14270,14270,14270,ZABUL,Mizan,17000,17000,25800
ZABUL,Naw Bahar,,,26,2609,زابل,نو بهار,زابل,د نو بهار ,23694,23694,23694,23694,Naw Bahar,19516,19516,19516,ZABUL,Now Bahar,23000,23000,19100
ZABUL,Qalat,,,26,2601,زابل,قلا ت,زابل,قلا ت,43230,43230,43230,43230,Zabul Center (Qalat),36951,36951,36951,ZABUL,Qalat,43000,43000,59100
ZABUL,Shah Joi,,,26,2606,زابل,شاه جوی,زابل,د شاه جوی ,77157,77157,77157,77157,Shah Joi,60620,60620,60620,ZABUL,Shah Joi,71000,71000,72500
ZABUL,Shemel Zayi,,,26,2610,زابل,شمل زائی,زابل,د شمل زائی ,35266,35266,35266,35266,Shemel Zayi,26834,26834,26834,ZABUL,Shamulzai,32000,32000,33300
ZABUL,Shinkai,,,26,2603,زابل,شینکی,زابل,د شينکی ,30821,30821,30821,30821,Shinkai,24394,24394,24394,ZABUL,Shinkai,29000,29000,29300
ZABUL,Tarnak wa Jaldak,,Shahr-e-Safa,26,2602,زابل,ولسوالیتر نگ و جلدک,زابل,د تر نگ و جلدک ,21454,21454,21454,21454,Tarang Wa Jaldak,17808,17808,17808,ZABUL,Tarnek wa Jaldak,22000,22000,25100
Nomads,Nomads,,,NA,NA,NA,NA,NA,NA,1500000,1500000,1500000,1500000,Nomads,1500000,1500000,1500000,Nomads,Nomads,NA,NA,NA