2018_IEC_province_code,2012_AGCHO_province_code,2010_IEC_province_code,2010_IEC_district_name_eng,2010_IEC_district_code,2010_IEC_district_code_matched_to_2012_AGCHO_district_code,2010_IEC_district_code_matched_to_2018_IEC_district_code,2012_AGCHO_district_name_eng,2012_AGCHO_district_code,2012_AGCHO_district_code_matched_to_2018_IEC_district_code,2018_IEC_district_name_eng,2018_IEC_district_code,district_name_dari,district_name_pashto,alternate_dari_pashto,district_description_via_Map_Sync_Project
6,6,10,RODAT,1005,606,607,Rodat,606,607,Rodat,607,رودات,روداتو,,Rodat.
6,6,10,KAMA,1006,607,605,Kama,607,605,Kama,605,کامه,کامى,,"Kama, Kamah."
6,6,10,KOOZ KONAR,1007,608,606,Kuzkunar,608,606,Kozkunar,606,کوزکنر,کوزکنړ,,"Kuzkunar, Kuz Kunar, Khewa."
6,6,10,DARAH NOOR,1008,609,612,Dara-e-Nur,609,612,Dara-e-Nor,612,دره نور,درۀ نور,,"Darah-e-Noor, Dara-e-Nur, Darah-ye-Nur, Dara Nur."
6,6,10,HESARAK,1010,610,621,Hesarak,610,621,Hisarak,621,حصارک,حصارک,,"Hesarak, Hisarak, Hesarak Ghaljai."
6,6,10,KHOGYANI,1011,604,608,Khogyani,604,608,Khogyani,608,خوگیانی,خوگياڼی,,"Khugyani, Khogyani, Khogiani."
6,6,10,PACHAR WAGAM,1012,612,611,Pachieragam,612,611,Pacher Agam,611,پچیر واگام,پچير واگام,,"Pachir Wa Agam, Pachiragam."
6,6,10,DAHBALA,1013,613,610,Dehbala,613,610,Dehbala,610,ده بالا,ده بالا,هسکه مېنه,"Deh Bala, Dehbala, Haska Mina, Haska Mena."
6,6,10,KOTT,1014,614,613,Kot,614,613,Kot,613,کوت,کوټ,,Kot.
6,6,10,ACHIN,1015,617,615,Achin,617,615,Achen,615,اچین,اچين,,"Achen, Achin, Acheen, Achine.  (Spingar is part of Achin in the 399 and 407 sets, but is a temporary district in the 422 set.)"
6,6,10,NAZYAN,1016,621,620,Nazyan,621,620,Nazyan,620,نازیان,نازيانو,,"Nazyan, Nazian, Naziyan."
6,6,10,DUR BABA,1017,622,622,Durbaba,622,622,Durbaba,622,دربابا,در بابا,,"Dur Baba, Durbaba."
6,6,10,SHENWAR,1018,618,616,Shinwar,618,616,Shenwar,616,شینوار,شينوارو,غنی خيل,"Shinwar, Ghanikhel, Ghani Kahil.  (There is also a Ghani Khel (aka  Qarghayee) district in Laghman.)"
6,6,10,BATI KOT,1019,615,609,Batikot,615,609,Batikot,609,بتی کوت,بټی کوټ,,"Bati Kot, Batikot."
6,6,10,MUHMAND DARA,1020,619,617,Muhmand Dara,619,617,Muhmand Dara,617,مهمند دره,مهمندرى,,"Muhmand Dara, Mohmand Darah, Muhmand Dara, Mohmandara, Muhmanddara. (There is also Mohmand Dara valley in Achin.)"
6,6,10,GOSHTA,1021,616,614,Goshta,616,614,Goshta,614,گوشته,گوشتى,,Goshta.
6,6,10,LALPOOR,1022,620,618,Lalpur,620,618,Lalpor,618,لعل پور,لعل پوري,,"Lalpoor, Lalpur, La'lpur, Lalpor, Lal Pur."
6,6,10,SHIRZAD,1009,611,619,Sherzad,611,619,Sherzad,619,شیرزاد,شيرزا,,"Sher Zad, Sherzad, Shir Zad, Shirzad."
6,6,10,NA,NA,NA,615,NA,NA,615,Spinghar,623,سپین غر,سپين غر,,"Spinghar, Spin Ghar, Spingar,   (Spinghar district is part of Achin in the 399 and 407 sets.  Spingar is a temporary district in the 422 set.)"
34,34,26,PROVINCIAL CENTER - ZARANJ,2601,3401,3401,Zaranj,3401,3401,Zaranj,3401,زرنج,زرنج,,Zaranj.
34,34,26,KANG,2602,3402,3402,Kang,3402,3402,Kang,3402,کنگ,کنگ,,"Kang, Qafak."
34,34,26,CHAR BORJAK,2603,3403,3404,Charburjak,3403,3404,Char Burjak,3404,چاربرجک,چاربرجک,,"Char Burjak, Chahar Burjak, Charburjak."
34,34,26,ASEL CHAKHANSUR,2604,3404,3403,Chakhansur,3404,3403,Chakhansor,3403,اصل چخانسور,اصل چخانسور,,Chakhansur
34,34,26,KHASHROAD,2605,3405,3405,Khashrod,3405,3405,Khashrod,3405,خا شرود,خا شرو,,"Khashrod, Khash Rod, Khash Rud, Khashrud.  (Dilaram is part of Kashrod in the 399 set.)"
34,34,26,DELARAM,2606,NA,3405,NA,NA,3405,Dilaram,3406,دلارام,دلارام,,"Dilaram, Delaram.  (Dilaram is part of Kashrod in the 399 district set.  Dilaram is separate in the 407 set.  It is a temporary district in the 422 set.)"
16,14,13,PROVINCIAL CENTER (NOORISTAN),1301,1401,1601,Poruns,1401,1601,Paron,1601,پارون,پارون,,"Paroon, Paron, Poruns, Parun, Parune, Prasun."
16,14,13,NOOR GRAM,1302,1404,1604,Nurgeram,1404,1604,Nor Giram,1604,نورگرام,نورگرام,,"Noor Gram, Noorgram, Nurgeram, Norgram, Nurgram, Nangarage."
16,14,13,DUABA,1303,1403,1605,Duab,1403,1605,Doab,1605,دواب,دوآب,,"Duab, Do Ab, Du’ab."
16,14,13,WAIGAL,1304,1406,1602,Waygal,1406,1602,Waygal,1602,وایگل,وايگل,,"Waygal, Want Wagal, Wegal, Want Wegal."
16,14,13,WAMA,1305,1405,1603,Wama,1405,1603,Wama,1603,واما,واما,,Wama.
16,14,13,MONDAWEL,1306,1402,1607,Mandol,1402,1607,Mandol,1607,مندول,منډول,,Mandol.
16,14,13,BARGUMTAL,1308,1408,1608,Barg-e-Matal,1408,1608,Barg-e-Matal,1608,برگ متال,برگ مټال,,"Bargi Matal, Barg-i-Matal, Barg-e-Matal, Barg-e-Mataal, Bargromatal."
16,14,13,KAMDESH,1307,1407,1606,Kamdesh,1407,1606,Kamdesh,1606,کامدیش,کامديش,,"Kamdesh, Kamdish."
13,12,8,PROVINCIAL CENTER (GARDEIZ),801,1201,1301,Gardez,1201,1301,Gardez,1301,گردیز,گردیز,,Gardez.
13,12,8,SAID KARAM,802,1202,1306,Sayedkaram,1202,1306,Sayed Karam,1306,سید کرم,سيکرم,,"There is also a Sayyad district in Sar-e-Pul, a Sayyid Khel in Parwan, and a Sayyid Abad district in Wardak.  (Mirzaka is part of Sayyid Karam in the 399 sets, but split off in the others.)"
13,12,8,ZURMAT,803,1204,1303,Zurmat,1204,1303,Zurmat,1303,زرمت,زرمت,,"Zurmat, Zormat.  (Zurmat includes Rohany Baba in the 399 and 407 sets, but not in the 422 set.)"
13,12,8,SHAWAK,804,1205,1304,Shawak,1205,1304,Shawak,1304,شواک,شواک,,"Shwak, Shawak, Showak."
13,12,8,WAZA ZADRAN,805,1206,1305,Zadran,1206,1305,Zadran,1305,وزه ځدران,وزى ځدران,حّدران,"Wuza Zadran, Zadran, Dzadran,.  (Garda Siray is part of Waze Zadran in the 399 and 407 sets, but separate in the 422 set.)"
13,12,8,LAJA AHMAD KHEIL,806,1207,1308,Lija Ahmad Khel,1207,1308,Lija Ahmadkhel,1308,لجه احمد خیل,لجه احمخيل,,"Laja Ahmad Khel, Ahmadkhel, Ahmad Khel.  (Laja Ahmad Khel includes Laja Mangal in both of the 399 sets, but not the 407 or 422 sets.)"
13,12,8,JANI KHEIL (PAKTIA),807,1209,1309,Janikhel,1209,1309,Jani Khel,1309,جانی خیل,جانی خيلو,,"Jani Khel, Janikhel.  (There is also a Jani Khel in Paktika.)"
13,12,8,DAND PATAN,808,1211,1311,Dand wa Patan,1211,1311,Dand wa Patan,1311,دند پتان,ډنډ پټان,,"Dand Patan, Dand wa Patan, Dand-e Patan.  (There is also a Dand district in Kandahar.)"
13,12,8,SAMKANAI,809,1210,1310,Chamkani,1210,1310,Chamkani,1310,څمكنى,څمکنیو,,"Samkani, Chamkani, Chamkani, Tchamkani, Tsamkani, Samkani, Samkanai."
13,12,8,JAJI,810,1208,1307,Alikhel,1208,1307,Jaji,1307,جاجی,ځاځی,علی خیل,"Jaji, Jaji Maidan, Zazi, Zazi Aryob, Alikhel, Ali Khel, Aryoub Zazai."
13,12,8,AHMAD ABAD,811,1203,1302,Ahmadaba,1203,1302,Ahmadabad,1302,احمد اباً,احماباُ,,"Ahmadabad, Ahmad Abad, Ahmadaba."
13,12,8,NA,NA,NA,1305,NA,NA,1305,Garda Siray,1314,گرده څیړی,گرده څیړی,,Garda Siray.  (Garda Siray is part of Waze Zadran in the 399 and 407 sets.  It is a temporary district in the 422 set.)
13,12,8,NA,NA,NA,1308,NA,NA,1308,Lija Mangal,1312,لجه منگل,لجه منگل,,"Laja Mangel, Laja Mangal, Lazha Mangal.  (The Laja Mangel area is included in Laja Ahmad Khel in both 399 sets.  Laja Mangal is separate in the 407 set.  It is temporary district in the 422 set.)"
13,12,8,NA,NA,NA,1306,NA,NA,1306,Merzaka,1313,میر زکه,میرزکه,,"Mirzaka, Mirzakah, Meer Zaka.  (Mirzaka is part of Sayyid Karam in the 399 set.  It is a separate district in the 407 set, and a temporary district in the 422 set.)"
13,12,8,NA,NA,NA,1303,NA,NA,1303,Rohani Baba,1315,روحانی بابا,روحانی بابا,,"Rohany Baba, Rohani Baba.  (Rohany Baba is part of Zurmat in the 399 and 407 sets. It is a temporary district in the 422 set.)"
12,25,7,PROVINCIAL CENTER (SHARAN),701,2501,1201,Sharan,2501,1201,Sharan,1201,شرن,شرن,,"Sharan, Sharana."
12,25,7,MATA KHAN,702,2502,1202,Matakhan,2502,1202,Matakhan,1202,متا خان,مټا خان,,"Mata Khan, Matakhan, Mota Khan."
12,25,7,YOSEF KHEIL,703,2503,1203,Yosufkhel,2503,1203,Yosuf Khel,1203,یوسف خیل,يوسف خيلو,,"Yosuf Khel, Yosufkhel."
12,25,7,YAHYA KHEIL,704,2506,1204,Yahyakhel,2506,1204,Yahya khel,1204,یحیی خیل,يحيی خيلو,,"Yahya Khel, Yahyakhel, Yahya Khail."
12,25,7,OMANAH,705,2507,1206,Omna,2507,1206,Omna,1206,اومنه,اومنى,,"Omna, Omnah."
12,25,7,SAR RAWZA,706,2504,1205,Sarrawzah,2504,1205,Sar Rawzah,1205,سرروضه,سرروضى,,"Sar Rawza, Sar Hawza, Sarrawzah, Sarhawzah, Sar Hawzeh."
12,25,7,ZARGHOON SHAHER,707,2505,1207,Zarghunshahr,2505,1207,Zarghon Shahr,1207,زرغون شهر,زرغون شهر,خير کوټ / کټواز‎,"Zarghun Shahr, Khair Kot, Katawaz, Zarghunshahr."
12,25,7,JANI KHEIL (PAKTIKA),708,2512,1209,Janikhel,2512,1209,Janikhel,1209,جانی خیل,جانی خيلو,,"Jani Khel, Janikhel.  (There is also a Jani Khel in Paktia.)"
12,25,7,GOMAL,709,2508,1208,Gomal,2508,1208,Gomal,1208,گومل,گومل,,"Gomal, Gumal.  (Chaharbaran is part of Gomal in these district sets, but is often refered to as a district.)"
12,25,7,SURUBI (PAKTIKA),710,2509,1210,Sarobi,2509,1210,Sarobi,1210,سروبی,سروبی,,"Surubi, Sarobi, Sorubi, Sarubi, Surobi.  (There is also a Sorubi district in Kabul province.)"
12,25,7,URGOON,711,2510,1211,Urgun,2510,1211,Urgun,1211,ارگون,ارگون,,"Urgoon, Urgun."
12,25,7,ZIROK,712,2517,1212,Ziruk,2517,1212,‌‌Zerok‌‎‌‎‌‎,1212,زیروک,زيړوک,,"Ziruk, Zeruk, Zerok, Zirok."
12,25,7,DELA,714,2518,1216,Dila,2518,1216,Dela,1216,دیله وخوشا مند,ديله وخوشا من,دیله,"Dila Wa Khushamand, Dila, Dilah, Khushamand."
12,25,7,WAZAKHWA,715,2513,1217,Wazakhah,2513,1217,Wazakhah,1217,وازه خواه,وازه خواه,,"Wazakhwah, Waza Khwa, Wazah Khwah, Wazi Khwa."
12,25,7,TURWU,716,2519,1219,Turwo,2519,1219,Turwo,1219,تروو,تروو,,"Turwo, Tarwe, Terwa, Turwa."
12,25,7,WARMAMAI,717,2514,1218,Wormamay,2514,1218,Wormamay,1218,ورممی,وړممی,,"Wormamay, Wur Mamay, Wormamai, Wormami, Wor Mamay."
12,25,7,BARMAL,718,2515,1214,Bermel,2515,1214,Birmil,1214,برمل,برمل,,"Barmal, Bermel, Barmel, Bermal."
12,25,7,GAYAN,719,2516,1215,Gyan,2516,1215,Gyan,1215,گیان,گيان,,"Giyan, Gayan, Gyan."
12,25,7,NIKA,713,2511,1213,Naka,2511,1213,Neka‌‎‌‎‌‎‌‎,1213,نیکه,نيکه,,"Nika, Neka, Naka."
8,8,33,BAZARAK,3301,801,801,Bazarak,801,801,Bazarak,801,بازارک,بازارک,,Bazarak.
8,8,33,ROKHA,3302,803,802,Rukha,803,802,Rukha,802,رخه,رخه,,"Rukha, Rokha."
8,8,33,ANABA,3303,806,805,Onaba,806,805,Onaba,805,عنابه,عنابه,,"Unaba, Anawa, Anaba, Hisa-e-Char Panjshir."
8,8,33,DARAH,3304,804,803,Dara,804,803,Dara,803,دره,دره,,"Darah, Dara.  (Abshar is part of Darah in the 399 sets, but not the others.)"
8,8,33,HESSA-E-AWAL,3305,805,804,Khenj,805,804,Khinj,804,حصه اول,د حصه اول,خینج,"Khinj, Khanj, Hissa-e-Awal Panjsher."
8,8,33,SHATAL,3306,802,806,Shutul,802,806,Shutul,806,شتل,شتل,,Shutul.
8,8,33,PAREYIAN,3307,807,807,Paryan,807,807,Paryan,807,پریان,پريان,,"Paryan, Parian."
8,8,33,NA,NA,NA,803,NA,NA,803,Abshar,808,آبشار,ابشار,,"Abshar, Ab Shar.  (Abshar is part of Darah in the 399 sets, but is separate in 407 set, and is a temporary district of the 422 set.)"
3,3,3,PROVINCIAL CENTER (CHARIKAR),301,301,301,Charikar,301,301,Charekar,301,چاریکار,چاریکار,,Charikar.
3,3,3,SAYID KHAIL,302,305,304,Saydkhel,305,304,Sayd Khel,304,سید خیل,سيخيل,,"Sayyid Khel, Saydkhel. There is also a Sayyad district in Sar-e-Pul, a Sayyid Karam in Paktia, and a Sayyid Abad district in Wardak."
3,3,3,JABUL SARAJ,303,302,305,Jabalussaraj,302,305,Jabalussaraj,305,جبل السراج,جبل السراج,,"Jabulussaraj, Jabal Saraj, Jabal us Saraj."
3,3,3,SALANK,304,306,306,Salang,306,306,Salang,306,سالنگ,سالنگ,,Salang.
3,3,3,SHENWARI,305,303,303,Shinwari,303,303,Shenwari,303,شینواری,شينوارى,,Shinwari.  (There is also a Shinwar district in Nangarhar.)
3,3,3,SEYAGERD GHORBAND,306,307,307,Ghorband,307,307,Ghorband,307,سیاه گرد,سيا گرد,غوربند,"Sia Gird, Siagird, Ghorband."
3,3,3,BAGRAM,307,304,302,Bagram,304,302,Bagram,302,بگرام,بگرام,,Bagram.
3,3,3,KOHE SAFI,308,308,308,Koh-e-Safi,308,308,Koh-e-Safi,308,کوه صافی,كوه صافي,,"Koh-e-Safi, Koh Safi."
3,3,3,SHAIKH ALI,309,309,310,Shekhali,309,310,Shekh Ali,310,شیخ علی,شيخ علي,,"Shaykh Ali, Sheikh Ali, Shekhali, Shaykh 'Ali."
3,3,3,SORKH PARSA,310,310,309,Surkh-e-Parsa,310,309,Surkh-e-Parsa,309,سرخ پارسا,سرخ پارسا,,"Surkh Parsa, Surkhi Parsa, Surkh-e-Parsa, Surkhe Parsa, Surkh-o Parsa, Lolinge, Lowlenge."
20,19,18,PROVINCIAL CENTER (AIBAK),1801,1901,2001,Aybak,1901,2001,Aybak,2001,ایبک,ایبک,,"Aybak, Aibak."
20,19,18,HAZRAT-E-SULTAN,1802,1902,2002,Hazrat-e-Sultan,1902,2002,Hazrat-e-Sultan,2002,حضرت سلطان,حضرت سلطان,,"Hazrat-e-Sultan, Hazrat Sultan."
20,19,18,FEROZ NAKHCHEER,1803,1903,2004,Feroznakhchir,1903,2004,Feroz Nakhcher,2004,فیروز نخچیر,فيروز نخچير,,"Feroz Nakhcheer, Feroznakhchir, Feroz Nakhchir."
20,19,18,DARAH-E-SUF HULYA,1804,1905,2007,Dara-e Suf-e-Bala,1905,2007,Dara-e Sof-e-Bala,2007,دره صوف بالا,درۀ صوف بالا,,"Dara-e-Soof-e-Bala, Darah-ye-Suf-e Bala, Darah-e-Souf-e Bala, Dara-i-Sauf Bala."
20,19,18,DARAH-I-SUF PAYEN,1805,1904,2006,Dara-e-Suf-e-Payin,1904,2006,Dara-e-Sof-e-Payin,2006,دره صوف پائین,درۀ صوف پائين,,"Dara-e-Soof-i-Payin, Darah-ye-Suf-e Pa'in, Dara-e-Sof-e-Payin, Dara-e-Souf-e-Payan, Dara-i-Sauf Paeen."
20,19,18,RAI-DO-AB,1806,1907,2005,Ruy-e-Duab,1907,2005,Roy-e-Doab,2005,روی دواب,روي دوآب,,"Rui-Do-Ab, Ruy-e-Duab, Ruy Do Ab, Rui Doab, Doab."
20,19,18,KHOURAM SAR BAGH,1807,1906,2003,Khuram Wa Sarbagh,1906,2003,Khuram Wa Sarbagh,2003,خرم و سارباغ,خرم و سارباغ,,"Khuram Wa Sarbagh,Khuram wa Sar Bagh, Khuram Sarbagh."
22,20,21,PROVINCIAL CENTER (SAR-I-PUL),2101,2001,2201,Sar-e-Pul,2001,2201,Sar-e-Pul,2201,سرپل,سرپل,,"Sar-e-Pul, Saripul, Saripol, Sar-i-Pol."
22,20,21,SUZMA QULA,2102,2004,2204,Sozmaqala,2004,2204,Sozma Qala,2204,سوزمه قلعه,سوزمه قلعه,,"Sozma Qala, Sozmaqala, Sozmah Qal'ah."
22,20,21,SAYAD,2103,2002,2202,Sayad,2002,2202,Sayad,2202,صیاد,صيا,,"Sayyad, Sayad.  (There is also a Sayyid Khel district in Parwan, a Sayyid Karam in Paktika, and a Sayyid Abad district in Wardak.)"
22,20,21,KOHISTANAT,2104,2003,2203,Kohestanat,2003,2203,Kohistanat,2203,کوهستانات,کوهستانات,,"Kohistanat.  (There are Kohistan districts in both Badakhshan and Faryab. There is a Hissa-e-Awali Kohistan, and a Hissa-e Duome Kohistan, both in Kapisa.)"
22,20,21,BALKHAB,2105,2006,2207,Balkhab,2006,2207,Balkhab,2207,بلخا ب,بلخا ب,,Balkhab.
22,20,21,SANGCHARAK,2106,2007,2205,Sancharak,2007,2205,Sancharak,2205,سانچارک,سانچارک,,"Sancharak, Sangcharak."
22,20,21,GOSFANDI,2107,2005,2206,Gosfandi,2005,2206,Gosfandi,2206,گوسفندی,گوسفندی,,Gosfandi.
18,10,15,TALOQAN - CENTER OF TALOQAN,1501,1601,1801,Taloqan,1601,1801,Taluqan,1801,تالقان,تالقان,,"Taluqan, Taloqan."
18,10,15,HAZAR SOMOCH,1502,1602,1802,Hazarsumuch,1602,1802,Hazarsumoch,1802,هزار سموچ,هزار سموچ,,"Hazar Sumuch, Hazarsumuch, Hazar Sumoch."
18,10,15,BAHARAK,1503,1603,1803,Baharak,1603,1803,Baharak,1803,بهارک,بهارک,,Baharak.  (There is also a Baharak in Badakhshan.)
18,10,15,KHWAJA GHAR,1504,1614,1809,Khwajaghar,1614,1809,Khwaja Ghar,1809,خواجه غار,خواجه غار,,"Khwaja Ghar, Khwajaghar, Khoja Ghor."
18,10,15,BANGI,1505,1604,1804,Bangi,1604,1804,Bangi,1804,بنگی,بنگی,,"Bangi, Bangi Qala."
18,10,15,ESHKAMESH,1506,1615,1811,Eshkamesh,1615,1811,Ishkmish,1811,اشکمش,اشکمش,,"Eshkamesh, Ishkamish.  (There is also an Eshkashim district in Badakhshan.)"
18,10,15,CHAAL,1507,1605,1805,Chal,1605,1805,Chal,1805,چال,چال,,Chal.
18,10,15,NAMAK  AAB,1508,1606,1806,Namakab,1606,1806,Namak Ab,1806,نمک آب,نمک آب,,"Namak Ab, Namakab."
18,10,15,FARKHAR,1509,1607,1808,Farkhar,1607,1808,Farkhar,1808,فرخار,فرخار,,Farkhar.
18,10,15,KALAFGAN,1510,1608,1807,Kalafgan,1608,1807,Kalafgan,1807,کلفگان,کلفگان,,Kalafgan.
18,10,15,RUSTAQ,1511,1609,1810,Rostaq,1609,1810,Rustaq,1810,رستاق,رستاق,,"Rustaq, Rostak."
18,10,15,CHAH AAB,1512,1610,1816,Chahab,1610,1816,Chahab,1816,چاه آب,چاه آب,,"Chahab, Chah Ab, Cha-e-Ab, Chahi Ab."
18,10,15,YANGI QALA,1513,1611,1817,Yangi Qala,1611,1817,Yangi Qala,1817,ینگی قلعه,ينگی قلعه,,"Yangi Qala, Yangi Qal'ah."
18,10,15,KHWAJA BAHAWODDIN,1514,1612,1814,Khwajabahawuddin,1612,1814,Khwaja Bahawuddin,1814,خواجه بهاوالدین,خواجه بهاوالدين,,"Khwaja Bahawuddin, Khwajabahauddin, Khwaja Bahauddin."
18,10,15,DARQAD,1515,1617,1815,Darqad,1617,1815,Darqad,1815,درقد,درق,,Darqad.
18,10,15,DASHTE QALA,1516,1613,1812,Dasht-e-Qala,1613,1812,Dasht-e-Qala,1812,دشت قلعه,دشت قلعه,,"Dashti Qala, Dasht-i-Qala, Dasht-e-Qala,, Dasht-e Qal'ah."
18,10,15,WARSAJ,1517,1616,1813,Warsaj,1616,1813,Warsaj,1813,ورسج,ورسج,,Warsaj.
25,23,30,PROVINCIAL CENTER (TERINKOTT),3001,2301,2501,Tirinkot,2301,2501,Tirenkot,2501,انتخاب کردن,انتخاب کردن,,"Tirinkot, Tirin Kot, Tarinkot."
25,23,30,CHOARAH,3002,2302,2503,Chora,2302,2503,Chora,2503,چوره,چوره,,"Chora, Chorah.  (Chora includes Chinarto in both 399 district sets.  The 407 and 422 sets show Chinarto split from Chora.)"
25,23,30,KHAS UROZGAN,3003,2305,2505,Khasuruzgan,2305,2505,Khas Uruzgan,2505,خاص ارزگان,خاص ارزگان,,"Khas Urozgan, Khasuruzgan, Khas Oruzgan."
25,23,30,SHAHID-E-HASSAS,3004,2303,2504,Shahid-e-Hassas,2303,2504,Shahed-e-Hassas,2504,شهید حساس,شهيحساس,,"Shahidi Hassas, Shaidi Assas, Charchino, Char China.  (Sia Sang is included in Shahidi Hassas in all district sets, but some consider it to be a district.)"
25,23,30,DEHRAOUD,3005,2304,2502,Dehrawud,2304,2502,Dehrawud,2502,دهراود,دهراو,,"Dehraoud, Dehrawud, Deh Rud."
25,23,30,NA,NA,NA,2503,NA,NA,2503,Chinarto,2506,چینارتو,چنارتو,,"Chinarto, Chenarto, Chinar Tu.  (Chinarto is part of Chora in both 399 sets.  Chinarto is separate in the 407 set, and is a temporary district of the 422 set.)"
4,4,4,PROVINCIAL CENTER (MAIDAN-SHAHR),401,401,401,Maydanshahr,401,401,Maydanshahr,401,میدان شهر,میدان شهر,,"Maidan Shahr, Maydan Shahr, Maydanshahr."
4,4,4,JALRAIZ,402,402,403,Jalrez,402,403,Jalrez,403,جلریز,جلريز,,"Jalrez, Jalrayz."
4,4,4,HESA-AWAL-BEHSUD,403,404,407,Hesa-e-Awal-e-Behsud,404,407,Hisa-e-Awal-e-Bihsod,407,حصه اول بهسود,حصۀ اول بهسو,,"Hissa-e-Awal-e-Behsud, Hesa-e Awal-e Behsud, Hisa-i-Awal-i Bihsud.  (There is also a Markazi Behsud in Wardak, and a Behsud in Nangarhar.)"
4,4,4,MARKAZ-I-BEHSOD,404,408,409,Markaz-e-Behsud,408,409,Markaz-e-Bihsod,409,مرکز بهسود,مرکز بهسو,,"Markaz-e-Behsud, Markaz-i-Bihsud.  (There is also a Hisa-e-Awal-e-Behsud district in Wardak, and a Behsud district in Nangarhar.) "
4,4,4,DAIMIRDAD,405,405,406,Daymirdad,405,406,Daymerdad,406,دایمیرداد,دايميردا,,"Daimirdad, Daymirdad, Day Mirdad."
4,4,4,JAGHATO,406,409,408,Jaghatu,409,408,Jaghato,408,جغتو,جغتو,,"Jaghatu, Jaghato.  (There is also a Jaghatu district in Ghazni.)"
4,4,4,CHAK,407,406,404,Chak,406,404,Chak,404,چک وردک,چک وردک,,"Chak-e-Wardak, Chak-i-Wardad, Chak."
4,4,4,SAYED ABAD,408,407,405,Saydabad,407,405,Saydabad,405,سید آباد,سيآبا,,"Sayyid Abad, Saydabad, Sayyidabad, Sayedabad.  (There is also a Sayyad district in Sar-e-Pul, a Sayyid Karam in Paktia, and a Sayyid Khel in Parwan.)"
4,4,4,NERKH,409,403,402,Nerkh,403,402,Nirkh,402,نرخ,نرخ,,Nerkh
26,24,29,PROVINCIAL CENTER (QALAT),2901,2401,2601,Qalat,2401,2601,Qalat,2601,قلا ت,قلا ت,,Qalat.
26,24,29,SHAH JOI,2902,2406,2606,Shahjoy,2406,2606,Shahjoy,2606,شاه جوی,شاه جوی,,"Shah Joi, Shahjoy, Shajoy, Shahjoi."
26,24,29,ARGHANDAB (ZABUL),2903,2402,2605,Arghandab,2402,2605,Arghandab,2605,ارغنداب,ارغنداب,,Arghandab.  (There is also an Arghandab in Kandahar.)
26,24,29,DAICHOPAN,2905,2408,2607,Daychopan,2408,2607,Daychopan,2607,دایچوپان,دايچوپان,,"Daichopan, Daychopan, Day Chopan."
26,24,29,MIZAN,2906,2403,2604,Mizan,2403,2604,Mezan,2604,میزان,ميزان,,Mizan.
26,24,29,TARNK-O-JALDAK,2907,2404,2602,Tarnak Wa Jaldak,2404,2602,Tarnak Wa Jaldak,2602,ترنک و جلدک,تر نگ و جلدک,,"Tarnak wa Jaldak, Jeldak, Jaldak, Shahr-e-Safa, Shar-e-Safa."
26,24,29,SHINKAI,2908,2405,2603,Shinkay,2405,2603,Shenkay,2603,شینکی,شينکی,,"Shinkai, Shinkay.  (There is also a Shinkai area in Kapisa.  The Surri (or Seuri, Sewray) area is included in Shinkai in all of these district sets, but many think of it as a district.)"
26,24,29,ATGHAR,2909,2409,2608,Atghar,2409,2608,Atghar,2608,اتغر,اتغر,,Atghar.
26,24,29,SHEMEL ZAYI,2910,2410,2610,Shomulzay,2410,2610,Shumulzay,2610,شمل زائی,شمل زائی,,"Shemel Zayi, Shamalzai, Shomulzay, Shamulzai."
26,24,29,NAW BAHAR,2911,2411,2609,Nawbahar,2411,2609,Naw Bahar,2609,نو بهار,نو بهار,,"Naw Bahar, Nawbahar."
26,24,29,KAKAR,2904,2407,2611,Kakar,2407,2611,Kakar,2611,کاکر,کاکړ,خاک افغان,"Kakar, Khak-e-Afghan."