"constituency_code","constituency_name_eng","results_status","general_seats","female_seats","pc_plan_count","pc_reporting_count","pc_reporting_pct","ps_plan_count","ps_reporting_count","ps_reporting_pct","candidate_count","total_votes","total_votes_winner","winner_votes_pct","total_votes_loser","loser_votes_pct","runup_threshold_MOV","runup_threshold_pct","mean_candidate_threshold_MOV","med_candidate_threshold_MOV","prelim_winners_to_losers","prelim_losers_to_winners","incumbent_re_run","incumbent_re_run_pct_all","incumbent_re_run_male","incumbent_re_run_pct_male","incumbent_re_run_fem","incumbent_re_run_pct_fem","incumbent_won_again","returned_winners_pct_all","incumbent_won_again_male","returned_winners_pct_male","incumbent_won_again_fem","returned_winners_pct_fem","mean_candidate_pct","mean_male_candidate_pct","mean_fem_candidate_pct","mean_incumbent_candidate_pct","mean_win_candidate_pct","mean_win_male_candidate_pct","mean_win_fem_candidate_pct","mean_win_incumbent_candidate_pct","med_candidate_pct","med_male_candidate_pct","med_fem_candidate_pct","med_incumbent_candidate_pct","med_win_candidate_pct","med_win_male_candidate_pct","med_win_fem_candidate_pct","med_win_incumbent_candidate_pct","total_votes_fem_candidate","female_candidate_votes_pct","total_votes_incumbent_candidate","incumbent_votes_pct","total_votes_capital_district","capital_district_votes_pct"
"G-01","Kabul","FINAL",24,9,514,496,0.964980544747082,2327,2102,0.903308981521272,664,449528,146232,0.325301204819277,303296,0.674698795180723,-59,TRUE,-2300,-2685.5,0,0,25,0.757575757575758,19,0.791666666666667,6,0.666666666666667,10,0.4,8,0.421052631578947,2,0.333333333333333,0.00150602409638554,0.00159430965977695,0.00101958795299366,0.00560418928298126,0.00985761226725082,0.0111772792795999,0.00633850023431985,0.0103383993878023,0.000648457938103967,0.000711857770817391,0.000359265718709402,0.00376617251873076,0.00837322702923956,0.00894382552366037,0.00483618373049065,0.00817412930896407,46750,0.103997971205353,62981,0.140104732074532,350078,0.778767952163158
"G-01","Kabul","PRELIMINARY",24,9,514,497,0.966926070038911,2327,2086,0.896433175762785,664,447173,145258,0.324836249057971,301915,0.675163750942029,-42,TRUE,-2222.54668674699,-2610,0,0,25,0.757575757575758,19,0.791666666666667,6,0.666666666666667,10,0.4,8,0.421052631578947,2,0.333333333333333,0.00150602409638554,0.00159326348596939,0.00102535216554123,0.00555990634497163,0.00984352269872639,0.0111367226256207,0.00639498956034167,0.0102287034324523,0.000639573498399948,0.000707779763089453,0.000360039626721649,0.00378377048703746,0.00833010937601331,0.00926710691387897,0.00476102090242479,0.00814897142716577,46768,0.104585920885206,62156,0.138997658624291,347275,0.77660100229665
"G-01","Kabul","NET CHANGE",0,0,0,-1,-0.00194552529182879,0,16,0.00687580575848734,0,2355,974,0.000464955761306229,1381,-0.00046495576130634,-17,TRUE,-77.4533132530119,-75.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000104617380756642,-0.00000576421254757189,0.000044282938009628,0.0000140895685244325,0.0000405566539792776,-0.0000564893260218231,0.000109695955349999,0.00000888443970401866,0.00000407800772793756,-0.000000773908012247234,-0.0000175979683066977,0.0000431176532262479,-0.000323281390218597,0.0000751628280658591,0.0000251578817982955,-18,-0.000587949679852331,825,0.00110707345024069,2803,0.00216694986650745
"G-02","Kapisa","FINAL",3,1,78,68,0.871794871794872,258,222,0.86046511627907,38,45271,21878,0.48326743389808,23393,0.51673256610192,-468,TRUE,-2382.65789473684,-3227,0,0,4,1,3,1,1,1,1,0.25,1,0.333333333333333,0,0,0.0263157894736842,0.0316088216068336,0.0133238015104994,0.0593702370170749,0.12081685847452,0.150309616899708,0.0323385831989574,0.146694351792538,0.00766495107243047,0.00651631287137461,0.00839389454617747,0.0352101787015971,0.112820569459477,0.146694351792538,0.0323385831989574,0.146694351792538,6635,0.146561816615493,10751,0.2374809480683,8287,0.183053168695191
"G-02","Kapisa","PRELIMINARY",3,1,78,68,0.871794871794872,258,222,0.86046511627907,38,45621,22202,0.486661844326078,23419,0.513338155673922,-468,TRUE,-2373.44736842105,-3227,0,0,4,1,3,1,1,1,1,0.25,1,0.333333333333333,0,0,0.0263157894736842,0.0316431597859011,0.0132395168891519,0.0606902522960917,0.121665461081519,0.151523786560283,0.0320904846452292,0.152670919094277,0.00760614629227768,0.00646632033493347,0.00832949738059227,0.0349400495385897,0.115506016965871,0.152670919094277,0.0320904846452292,0.152670919094277,6644,0.145634685780671,11075,0.242761009184367,8297,0.181867999386248
"G-02","Kapisa","NET CHANGE",0,0,0,0,0,0,0,0,0,-350,-324,-0.00339441042799743,-26,0.00339441042799749,0,TRUE,-9.21052631578959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00000000000000000346944695195361,-0.0000343381790674918,0.0000842846213474704,-0.00132001527901677,-0.000848602606999371,-0.00121416966057525,0.000248098553728218,-0.00597656730173851,0.0000588047801527956,0.0000499925364411367,0.0000643971655851939,0.000270129163007365,-0.00268544750639363,-0.00597656730173851,0.000248098553728218,-0.00597656730173851,-9,0.000927130834822182,-324,-0.00528006111606705,-10,0.00118516930894361
"G-03","Parwan","FINAL",4,2,147,146,0.993197278911565,417,407,0.976019184652278,57,111943,58469,0.522310461574194,53474,0.477689538425806,-4586,TRUE,-10397.0877192982,-11872,1,1,5,0.833333333333333,3,0.75,2,1,4,0.8,3,1,1,0.5,0.0175438596491228,0.0201375777812388,0.00669740200572857,0.0732890846234244,0.087051743595699,0.122803569673852,0.0155480914393933,0.0885919619806509,0.00436829457849084,0.0047836845537461,0.00419856534128976,0.110422268475921,0.111288780897421,0.114473437374378,0.0155480914393933,0.111288780897421,8247,0.0736714220630142,41021,0.366445423117122,34809,0.310952895670118
"G-03","Parwan","PRELIMINARY",4,2,147,145,0.986394557823129,417,400,0.959232613908873,57,123255,58392,0.473749543629062,64863,0.526250456370938,-809,TRUE,-10160.6315789474,-11744,1,1,5,0.833333333333333,3,0.75,2,1,3,0.6,2,0.666666666666667,1,0.5,0.0175438596491228,0.0202695719196505,0.0061454265178252,0.0643706137682041,0.0789582572715103,0.111484321122875,0.0139061295687802,0.0724919881546388,0.0046975781915541,0.00478276743336984,0.0037402133787676,0.0934160885968115,0.102137844306519,0.104304085026977,0.0139061295687802,0.0999797168471867,8332,0.0675996916960772,39670,0.321853068841021,37350,0.303030303030303
"G-03","Parwan","NET CHANGE",0,0,0,1,0.00680272108843538,0,7,0.0167865707434053,0,-11312,77,0.0485609179451323,-11389,-0.0485609179451323,-3777,TRUE,-236.456140350878,-128,0,0,0,0,0,0,0,0,1,0.2,1,0.333333333333333,0,0,0,-0.000131994138411674,0.000551975487903361,0.0089184708552203,0.00809348632418873,0.0113192485509765,0.00164196187061309,0.0160999738260121,-0.000329283613063256,0.000000917120376258893,0.000458351962522168,0.0170061798791093,0.00915093659090199,0.0101693523474014,0.00164196187061309,0.0113090640502343,-85,0.00607173036693698,1351,0.0445923542761014,-2541,0.00792259263981476
"G-04","Wardak","FINAL",3,2,147,95,0.646258503401361,388,203,0.52319587628866,37,81204,32208,0.396630707846904,48996,0.603369292153096,-432,TRUE,-3275.2972972973,-4141,1,1,4,0.8,2,0.666666666666667,2,1,1,0.25,0,0,1,0.5,0.027027027027027,0.0303956701640313,0.0165468039341248,0.0400596029752229,0.0793261415693808,0.109994581547707,0.0333234816018915,0.0391113738239496,0.0163661888576917,0.0156642529924634,0.0163661888576917,0.0448931087138565,0.0673612137333136,0.105315009112852,0.0333234816018915,0.0391113738239496,12093,0.148921235407123,13012,0.160238411900892,7258,0.0893798335057386
"G-04","Wardak","PRELIMINARY",3,2,147,94,0.639455782312925,388,204,0.525773195876289,37,95500,40987,0.429183246073298,54513,0.570816753926702,-3147,TRUE,-5970.91891891892,-7179,1,1,4,0.8,2,0.666666666666667,2,1,1,0.25,0,0,1,0.5,0.027027027027027,0.0312599102468212,0.0138580570098895,0.0341361256544503,0.0858366492146597,0.124188481675393,0.0283089005235602,0.0332041884816754,0.0143769633507853,0.0148376963350785,0.0137591623036649,0.0383089005235602,0.0895497382198953,0.130973821989529,0.0283089005235602,0.0332041884816754,11911,0.124722513089005,13040,0.136544502617801,8069,0.0844921465968586
"G-04","Wardak","NET CHANGE",0,0,0,1,0.00680272108843538,0,-1,-0.00257731958762886,0,-14296,-8779,-0.0325525382263944,-5517,0.0325525382263943,2715,TRUE,2695.62162162162,3038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000346944695195361,-0.000864240082789909,0.00268874692423529,0.00592347732077263,-0.00651050764527886,-0.0141939001276856,0.00501458107833132,0.00590718534227417,0.0019892255069064,0.000826556657384889,0.00260702655402682,0.00658420819029625,-0.0221885244865817,-0.0256588128766772,0.00501458107833132,0.00590718534227417,182,0.0241987223181176,-28,0.0236939092830905,-811,0.00488768690888
"G-05","Logar","FINAL",3,1,54,43,0.796296296296296,271,163,0.601476014760148,40,26902,8769,0.325960895100736,18133,0.674039104899264,-77,TRUE,-1158.45,-1386.5,1,1,3,0.75,2,0.666666666666667,1,1,2,0.666666666666667,1,0.5,1,1,0.025,0.0280648278938369,0.0127406884246524,0.0594627413079573,0.081490223775184,0.0941070056749188,0.0436398780759795,0.0876143037692365,0.0165229350977622,0.0206490223775184,0.00908854360270612,0.0436398780759795,0.0753661437811315,0.0826704334250242,0.0436398780759795,0.0876143037692365,2742,0.10192550739722,4799,0.178388223923872,7488,0.278343617574902
"G-05","Logar","PRELIMINARY",3,1,54,47,0.87037037037037,271,185,0.682656826568266,40,36969,12630,0.341637588249615,24339,0.658362411750385,-1480,TRUE,-2530.775,-2887,1,1,3,0.75,2,0.666666666666667,1,1,2,0.666666666666667,1,0.5,1,1,0.025,0.0285830695988531,0.0106677216045876,0.0507181692769618,0.0854093970624036,0.102915054955954,0.0328924233817523,0.0749005923882172,0.0153642240796343,0.0210581838837945,0.00914279531499364,0.0328924233817523,0.0959182017365901,0.0983797235521653,0.0328924233817523,0.0749005923882172,3155,0.085341772836701,5625,0.152154507830885,8277,0.22389028645622
"G-05","Logar","NET CHANGE",0,0,0,-4,-0.0740740740740741,0,-22,-0.0811808118081181,0,-10067,-3861,-0.0156766931488785,-6206,0.0156766931488785,1403,TRUE,1372.325,1500.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000518241705016204,0.00207296682006481,0.0087445720309955,-0.00391917328721963,-0.00880804928103525,0.0107474546942272,0.0127137113810193,0.00115871101812796,-0.00040916150627613,-0.0000542517122875241,0.0107474546942272,-0.0205520579554586,-0.0157092901271412,0.0107474546942272,0.0127137113810193,-413,0.0165837345605185,-826,0.0262337160929865,-789,0.0544533311186814
"G-06","Ghazni","FINAL",8,3,197,158,0.802030456852792,653,444,0.679938744257274,83,179316,84096,0.468982132101988,95220,0.531017867898012,-10,TRUE,-4077.56626506024,-5288,0,0,9,0.818181818181818,6,0.75,3,1,2,0.222222222222222,1,0.166666666666667,1,0.333333333333333,0.0120481927710843,0.0120178105371842,0.0122117894151622,0.0170784784650809,0.0426347392819989,0.0473681935800486,0.0300121944871995,0.0488913426576546,0.00529790983515135,0.00510551205692743,0.0087108791184278,0.0087108791184278,0.0382787927457672,0.0429297999063106,0.0347319815298133,0.0488913426576546,28467,0.158753262397109,27562,0.153706306185728,22030,0.122855740703562
"G-06","Ghazni","PRELIMINARY",8,3,197,159,0.807106598984772,653,433,0.663093415007657,83,177028,83842,0.47360869466977,93186,0.52639130533023,-40,TRUE,-4107.13253012048,-5290,0,0,9,0.818181818181818,6,0.75,3,1,2,0.222222222222222,1,0.166666666666667,1,0.333333333333333,0.0120481927710843,0.0120005229196995,0.0123048765862332,0.0170600758699816,0.04305533587907,0.0478201188512552,0.0303492479532428,0.0503620896129426,0.00536638271911788,0.00516867388209775,0.00881781413109791,0.00876697471586416,0.0386718485211379,0.0433886164900468,0.0350227082721377,0.0503620896129426,28318,0.159963395621032,27181,0.153540682829835,21996,0.124251530831281
"G-06","Ghazni","NET CHANGE",0,0,0,-1,-0.00507614213197971,0,11,0.0168453292496171,0,2288,254,-0.00462656256778221,2034,0.00462656256778216,30,TRUE,29.5662650602408,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000172876174846098,-0.0000930871710709755,0.0000184025950992414,-0.00042059659707111,-0.000451925271206535,-0.000337053466043298,-0.00147074695528794,-0.0000684728839665267,-0.0000631618251703131,-0.000106935012670102,-0.0000560955974363529,-0.000393055775370653,-0.00045881658373613,-0.00029072674232445,-0.00147074695528794,149,-0.00121013322392269,381,0.000165623355893152,34,-0.00139579012771851
"G-07","Paktika","FINAL",3,1,184,99,0.53804347826087,452,191,0.422566371681416,22,43326,20854,0.481327609287726,22472,0.518672390712274,-725,TRUE,-1910.63636363636,-2579.5,2,2,2,0.5,2,0.666666666666667,0,0,1,0.5,1,0.5,0,NA,0.0454545454545455,0.0517567226308887,0.0240271430549785,0.0734893597378018,0.120331902321931,0.142685685269815,0.0532705534782809,0.0917462955269353,0.0300166181969256,0.0316438166458939,0.0222730000461617,0.0734893597378018,0.0906499561464248,0.0917462955269353,0.0532705534782809,0.0917462955269353,5205,0.120135715274893,6368,0.146978719475604,2824,0.065180261274985
"G-07","Paktika","PRELIMINARY",3,1,184,101,0.548913043478261,452,189,0.418141592920354,22,55416,24734,0.446333188970694,30682,0.553666811029306,-594,TRUE,-2079.09090909091,-2859.5,2,2,2,0.5,2,0.666666666666667,0,0,0,0,0,0,0,NA,0.0454545454545455,0.0533685323414771,0.0185469900389779,0.0587375487223906,0.111583297242674,0.135767046821616,0.0390320485058467,NA,0.0313718059766133,0.0413238053991627,0.0174317886530966,0.0587375487223906,0.110094557528512,0.137216688321063,0.0390320485058467,NA,5139,0.0927349501948896,6510,0.117475097444781,2959,0.0533961310812762
"G-07","Paktika","NET CHANGE",0,0,0,-2,-0.0108695652173914,0,2,0.00442477876106195,0,-12090,-3880,0.0349944203170312,-8210,-0.0349944203170313,-131,TRUE,168.454545454545,280,0,0,0,0,0,0,0,0,1,0.5,1,0.5,0,NA,0,-0.00161180971058842,0.00548015301600063,0.0147518110154111,0.0087486050792578,0.00691863844819901,0.0142385049724343,NA,-0.00135518777968762,-0.00967998875326877,0.00484121139306508,0.0147518110154111,-0.0194446013820868,-0.0454703927941272,0.0142385049724343,NA,66,0.0274007650800031,-142,0.0295036220308223,-135,0.0117841301937088
"G-08","Paktia","FINAL",5,1,127,75,0.590551181102362,421,203,0.482185273159145,58,80593,22205,0.275520206469545,58388,0.724479793530456,-298,TRUE,-2518.46551724138,-3068.5,2,2,4,0.666666666666667,3,0.6,1,1,1,0.25,1,0.333333333333333,0,0,0.0172413793103448,0.0173127072930394,0.0164853026937823,0.0362841686002506,0.0551040412939089,0.0576818085937985,0.0447929720943506,0.073418286947998,0.0104165374164009,0.0105468216842654,0.00713461466876776,0.0348293276090976,0.0508604965691809,0.0543037236484558,0.0447929720943506,0.073418286947998,6643,0.0824265134689117,11697,0.145136674401003,12411,0.153996004615785
"G-08","Paktia","PRELIMINARY",5,1,127,82,0.645669291338583,421,213,0.505938242280285,58,89002,24382,0.273948900024719,64620,0.726051099975281,-255,TRUE,-2564.48275862069,-3265.5,2,2,4,0.666666666666667,3,0.6,1,1,1,0.25,1,0.333333333333333,0,0,0.0172413793103448,0.0173667922662751,0.0159120019774837,0.0346171996134918,0.0547897800049437,0.0576897148378688,0.0431900406732433,0.0705939192377699,0.00936495809082942,0.00941551875238759,0.00523583739691243,0.0329992584436305,0.0518527673535426,0.0563919911912092,0.0431900406732433,0.0705939192377699,7081,0.0795600098874183,12324,0.138468798453967,12248,0.137614885058763
"G-08","Paktia","NET CHANGE",0,0,0,-7,-0.0551181102362205,0,-10,-0.0237529691211402,0,-8409,-2177,0.00157130644482595,-6232,-0.00157130644482595,-43,TRUE,46.0172413793102,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000054084973235724,0.000573300716298686,0.00166696898675881,0.000314261288965195,-0.00000790624407034229,0.00160293142110732,0.00282436771022804,0.00105157932557151,0.0011313029318778,0.00189877727185533,0.00183006916546709,-0.000992270784361676,-0.00208826754275337,0.00160293142110732,0.00282436771022804,-438,0.00286650358149343,-627,0.00666787594703522,163,0.0163811195570228
"G-09","Khost","FINAL",4,1,103,77,0.747572815533981,401,247,0.615960099750623,56,34278,14705,0.428992356613571,19573,0.571007643386429,-66,TRUE,-1563.89285714286,-1850,0,0,3,0.6,2,0.5,1,1,2,0.666666666666667,1,0.5,1,1,0.0178571428571429,0.0173769490292178,0.0227551199019779,0.0490013030709687,0.0857984713227143,0.0918592099889142,0.0615555166579147,0.0625182332691522,0.00951047318980104,0.00933543380593967,0.0147324814749985,0.0615555166579147,0.0775716202812299,0.0801972110391505,0.0615555166579147,0.0625182332691522,3900,0.11377559950989,5039,0.147003909212906,12499,0.364636209813875
"G-09","Khost","PRELIMINARY",4,1,103,90,0.87378640776699,401,282,0.703241895261845,56,46161,18685,0.404778925933147,27476,0.595221074066853,-414,TRUE,-2245.69642857143,-2682,0,0,3,0.6,2,0.5,1,1,2,0.666666666666667,1,0.5,1,1,0.0178571428571429,0.0177562673863982,0.0188860726587379,0.0466844305799268,0.0809557851866294,0.0887437447195685,0.0498039470548732,0.0598340590541799,0.0084053638352722,0.00747384155455904,0.0139944975195511,0.0498039470548732,0.0698641710534867,0.0730920040727021,0.0498039470548732,0.0598340590541799,4359,0.0944303632936895,6465,0.14005329173978,15106,0.327245943545417
"G-09","Khost","NET CHANGE",0,0,0,-13,-0.12621359223301,0,-35,-0.0872817955112219,0,-11883,-3980,0.0242134306804244,-7903,-0.0242134306804244,348,TRUE,681.803571428571,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000379318357180396,0.00386904724324005,0.00231687249104197,0.00484268613608486,0.00311546526934571,0.0117515696030415,0.0026841742149723,0.00110510935452884,0.00186159225138063,0.000737983955447405,0.0117515696030415,0.00770744922774325,0.00710520696644842,0.0117515696030415,0.0026841742149723,-459,0.0193452362162002,-1426,0.00695061747312589,-2607,0.0373902662684577
"G-10","Nangerhar","FINAL",10,4,375,338,0.901333333333333,999,817,0.817817817817818,160,291224,100383,0.344693431860012,190841,0.655306568139988,-255,TRUE,-3354.85,-3980.5,0,0,12,0.857142857142857,9,0.9,3,0.75,6,0.5,4,0.444444444444444,2,0.666666666666667,0.00625,0.00671708537273108,0.00360318288785723,0.0182042002032799,0.0246209594185723,0.0296366370903497,0.0120817652391286,0.0283991017223855,0.00410165370985908,0.00458066642859105,0.00198472653352746,0.0140132681372414,0.0223642282229487,0.0257207510370024,0.0112095843749142,0.0257207510370024,25184,0.0864763893085735,63618,0.218450402439359,39695,0.136304013405489
"G-10","Nangerhar","PRELIMINARY",10,4,375,338,0.901333333333333,999,803,0.803803803803804,160,287128,98543,0.343202334847176,188585,0.656797665152824,-42,TRUE,-3155.45,-3758.5,0,0,12,0.857142857142857,9,0.9,3,0.75,6,0.5,4,0.444444444444444,2,0.666666666666667,0.00625,0.00672153595772822,0.00357796290620676,0.0181675652206217,0.024514452489084,0.0295352595358168,0.0119624348722521,0.0283189611137425,0.00414971719929787,0.00460770109498203,0.00197472904070658,0.0139780864283525,0.0224899696302694,0.0254851494803711,0.011092613747179,0.0254851494803711,24656,0.0858711097489621,62597,0.21801078264746,39773,0.138520102532668
"G-10","Nangerhar","NET CHANGE",0,0,0,0,0,0,14,0.014014014014014,0,4096,1840,0.0014910970128354,2256,-0.00149109701283534,-213,TRUE,-199.4,-222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00000445058499714233,0.0000252199816504722,0.0000366349826582506,0.000106506929488239,0.000101377554532919,0.000119330366876544,0.0000801406086429826,-0.000048063489438796,-0.0000270346663909784,0.00000999749282087296,0.0000351817088889254,-0.000125741407320766,0.000235601556631319,0.000116970627735196,0.000235601556631319,528,0.000605279559611344,1021,0.000439619791899021,-78,-0.0022160891271798
"G-11","Kunarha","FINAL",3,1,85,78,0.917647058823529,313,249,0.795527156549521,27,70677,23577,0.33358801307356,47100,0.66641198692644,-562,TRUE,-3235.33333333333,-3382,0,0,3,0.75,2,0.666666666666667,1,1,1,0.333333333333333,1,0.5,0,0,0.037037037037037,0.0373666114860563,0.0329173564242964,0.062174870655706,0.08339700326839,0.0992260565672001,0.0359098433719598,0.118270441586372,0.0349618687833383,0.0349618687833383,0.0329173564242964,0.0383293009041131,0.0897038640576142,0.0965943659181912,0.0359098433719598,0.118270441586372,4653,0.0658347128485929,13183,0.186524611967118,11919,0.168640434653423
"G-11","Kunarha","PRELIMINARY",3,1,85,81,0.952941176470588,313,255,0.814696485623003,27,73768,24908,0.337653182951958,48860,0.662346817048043,-603,TRUE,-3455.85185185185,-3631,0,0,3,0.75,2,0.666666666666667,1,1,1,0.333333333333333,1,0.5,0,0,0.037037037037037,0.0374520117123956,0.0318498535950548,0.0602881104724723,0.0844132957379894,0.100996818855511,0.0346627263854246,0.11353161262336,0.0346627263854246,0.035055850775404,0.0318498535950548,0.0382957379893721,0.0947294219715866,0.105574232729639,0.0346627263854246,0.11353161262336,4699,0.0636997071901095,13342,0.180864331417417,11919,0.161574124281531
"G-11","Kunarha","NET CHANGE",0,0,0,-3,-0.0352941176470588,0,-6,-0.0191693290734825,0,-3091,-1331,-0.0040651698783975,-1760,0.00406516987839745,41,TRUE,220.518518518518,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0000854002263393355,0.00106750282924168,0.00188676018323374,-0.00101629246959938,-0.0017707622883109,0.00124711698653519,0.00473882896301207,0.000299142397913711,-0.0000939819920656865,0.00106750282924168,0.0000335629147409922,-0.00502555791397238,-0.00897986681144766,0.00124711698653519,0.00473882896301207,-46,0.00213500565848336,-159,0.00566028054970125,0,0.00706631037189204
