2018_IEC_province_code,2012_AGCHO_province_code,2010_IEC_province_code,2010_IEC_district_name_eng,2010_IEC_district_code,2012_AGCHO_district_name_eng,2012_AGCHO_district_code,2018_IEC_district_name_eng,2018_IEC_district_code,matched_to_2012_AGCHO_district_code,matched_to_2010_IEC_district_code,district_name_dari,district_name_pashto,alternate_dari_pashto,district_description_via_Map_Sync_Project
6,6,10,KAMA,1006,Kama,607,Kama,605,607,1006,کامه,کامى,,"Kama, Kamah."
6,6,10,KOOZ KONAR,1007,Kuzkunar,608,Kozkunar,606,608,1007,کوزکنر,کوزکنړ,,"Kuzkunar, Kuz Kunar, Khewa."
6,6,10,DARAH NOOR,1008,Dara-e-Nur,609,Dara-e-Nor,612,609,1008,دره نور,درۀ نور,,"Darah-e-Noor, Dara-e-Nur, Darah-ye-Nur, Dara Nur."
6,6,10,HESARAK,1010,Hesarak,610,Hisarak,621,610,1010,حصارک,حصارک,,"Hesarak, Hisarak, Hesarak Ghaljai."
6,6,10,KHOGYANI,1011,Khogyani,604,Khogyani,608,604,1011,خوگیانی,خوگياڼی,,"Khugyani, Khogyani, Khogiani."
6,6,10,PACHAR WAGAM,1012,Pachieragam,612,Pacher Agam,611,612,1012,پچیر واگام,پچير واگام,,"Pachir Wa Agam, Pachiragam."
6,6,10,DAHBALA,1013,Dehbala,613,Dehbala,610,613,1013,ده بالا,ده بالا,هسکه مېنه,"Deh Bala, Dehbala, Haska Mina, Haska Mena."
6,6,10,KOTT,1014,Kot,614,Kot,613,614,1014,کوت,کوټ,,Kot.
6,6,10,ACHIN,1015,Achin,617,Achen,615,617,1015,اچین,اچين,,"Achen, Achin, Acheen, Achine.  (Spingar is part of Achin in the 399 and 407 sets, but is a temporary district in the 422 set.)"
6,6,10,NAZYAN,1016,Nazyan,621,Nazyan,620,621,1016,نازیان,نازيانو,,"Nazyan, Nazian, Naziyan."
6,6,10,DUR BABA,1017,Durbaba,622,Durbaba,622,622,1017,دربابا,در بابا,,"Dur Baba, Durbaba."
6,6,10,SHENWAR,1018,Shinwar,618,Shenwar,616,618,1018,شینوار,شينوارو,غنی خيل,"Shinwar, Ghanikhel, Ghani Kahil.  (There is also a Ghani Khel (aka  Qarghayee) district in Laghman.)"
6,6,10,BATI KOT,1019,Batikot,615,Batikot,609,615,1019,بتی کوت,بټی کوټ,,"Bati Kot, Batikot."
6,6,10,MUHMAND DARA,1020,Muhmand Dara,619,Muhmand Dara,617,619,1020,مهمند دره,مهمندرى,,"Muhmand Dara, Mohmand Darah, Muhmand Dara, Mohmandara, Muhmanddara. (There is also Mohmand Dara valley in Achin.)"
6,6,10,GOSHTA,1021,Goshta,616,Goshta,614,616,1021,گوشته,گوشتى,,Goshta.
6,6,10,LALPOOR,1022,Lalpur,620,Lalpor,618,620,1022,لعل پور,لعل پوري,,"Lalpoor, Lalpur, La'lpur, Lalpor, Lal Pur."
6,6,10,SHIRZAD,1009,Sherzad,611,Sherzad,619,611,1009,شیرزاد,شيرزا,,"Sher Zad, Sherzad, Shir Zad, Shirzad."
6,6,10,NA,NA,NA,NA,Spinghar,623,617,1015,سپین غر,سپين غر,,"Spinghar, Spin Ghar, Spingar,   (Spinghar district is part of Achin in the 399 and 407 sets.  Spingar is a temporary district in the 422 set.)"
34,34,26,PROVINCIAL CENTER - ZARANJ,2601,Zaranj,3401,Zaranj,3401,3401,2601,زرنج,زرنج,,Zaranj.
34,34,26,KANG,2602,Kang,3402,Kang,3402,3402,2602,کنگ,کنگ,,"Kang, Qafak."
34,34,26,CHAR BORJAK,2603,Charburjak,3403,Char Burjak,3404,3403,2603,چاربرجک,چاربرجک,,"Char Burjak, Chahar Burjak, Charburjak."
34,34,26,ASEL CHAKHANSUR,2604,Chakhansur,3404,Chakhansor,3403,3404,2604,اصل چخانسور,اصل چخانسور,,Chakhansur
34,34,26,KHASHROAD,2605,Khashrod,3405,Khashrod,3405,3405,2605,خا شرود,خا شرو,,"Khashrod, Khash Rod, Khash Rud, Khashrud.  (Dilaram is part of Kashrod in the 399 set.)"
34,34,26,DELARAM,2606,NA,NA,Dilaram,3406,3405,2606,دلارام,دلارام,,"Dilaram, Delaram.  (Dilaram is part of Kashrod in the 399 district set.  Dilaram is separate in the 407 set.  It is a temporary district in the 422 set.)"
16,14,13,PROVINCIAL CENTER (NOORISTAN),1301,Poruns,1401,Paron,1601,1401,1301,پارون,پارون,,"Paroon, Paron, Poruns, Parun, Parune, Prasun."
16,14,13,NOOR GRAM,1302,Nurgeram,1404,Nor Giram,1604,1404,1302,نورگرام,نورگرام,,"Noor Gram, Noorgram, Nurgeram, Norgram, Nurgram, Nangarage."
16,14,13,DUABA,1303,Duab,1403,Doab,1605,1403,1303,دواب,دوآب,,"Duab, Do Ab, Du’ab."
16,14,13,WAIGAL,1304,Waygal,1406,Waygal,1602,1406,1304,وایگل,وايگل,,"Waygal, Want Wagal, Wegal, Want Wegal."
16,14,13,WAMA,1305,Wama,1405,Wama,1603,1405,1305,واما,واما,,Wama.
16,14,13,MONDAWEL,1306,Mandol,1402,Mandol,1607,1402,1306,مندول,منډول,,Mandol.
16,14,13,BARGUMTAL,1308,Barg-e-Matal,1408,Barg-e-Matal,1608,1408,1308,برگ متال,برگ مټال,,"Bargi Matal, Barg-i-Matal, Barg-e-Matal, Barg-e-Mataal, Bargromatal."
16,14,13,KAMDESH,1307,Kamdesh,1407,Kamdesh,1606,1407,1307,کامدیش,کامديش,,"Kamdesh, Kamdish."
13,12,8,PROVINCIAL CENTER (GARDEIZ),801,Gardez,1201,Gardez,1301,1201,801,گردیز,گردیز,,Gardez.
13,12,8,SAID KARAM,802,Sayedkaram,1202,Sayed Karam,1306,1202,802,سید کرم,سيکرم,,"There is also a Sayyad district in Sar-e-Pul, a Sayyid Khel in Parwan, and a Sayyid Abad district in Wardak.  (Mirzaka is part of Sayyid Karam in the 399 sets, but split off in the others.)"
13,12,8,ZURMAT,803,Zurmat,1204,Zurmat,1303,1204,803,زرمت,زرمت,,"Zurmat, Zormat.  (Zurmat includes Rohany Baba in the 399 and 407 sets, but not in the 422 set.)"
13,12,8,SHAWAK,804,Shawak,1205,Shawak,1304,1205,804,شواک,شواک,,"Shwak, Shawak, Showak."
13,12,8,WAZA ZADRAN,805,Zadran,1206,Zadran,1305,1206,805,وزه ځدران,وزى ځدران,حّدران,"Wuza Zadran, Zadran, Dzadran,.  (Garda Siray is part of Waze Zadran in the 399 and 407 sets, but separate in the 422 set.)"
13,12,8,LAJA AHMAD KHEIL,806,Lija Ahmad Khel,1207,Lija Ahmadkhel,1308,1207,806,لجه احمد خیل,لجه احمخيل,,"Laja Ahmad Khel, Ahmadkhel, Ahmad Khel.  (Laja Ahmad Khel includes Laja Mangal in both of the 399 sets, but not the 407 or 422 sets.)"
13,12,8,JANI KHEIL (PAKTIA),807,Janikhel,1209,Jani Khel,1309,1209,807,جانی خیل,جانی خيلو,,"Jani Khel, Janikhel.  (There is also a Jani Khel in Paktika.)"
13,12,8,DAND PATAN,808,Dand wa Patan,1211,Dand wa Patan,1311,1211,808,دند پتان,ډنډ پټان,,"Dand Patan, Dand wa Patan, Dand-e Patan.  (There is also a Dand district in Kandahar.)"
13,12,8,SAMKANAI,809,Chamkani,1210,Chamkani,1310,1210,809,څمكنى,څمکنیو,,"Samkani, Chamkani, Chamkani, Tchamkani, Tsamkani, Samkani, Samkanai."
13,12,8,JAJI,810,Alikhel,1208,Jaji,1307,1208,810,جاجی,ځاځی,علی خیل,"Jaji, Jaji Maidan, Zazi, Zazi Aryob, Alikhel, Ali Khel, Aryoub Zazai."
13,12,8,AHMAD ABAD,811,Ahmadaba,1203,Ahmadabad,1302,1203,811,احمد اباً,احماباُ,,"Ahmadabad, Ahmad Abad, Ahmadaba."
13,12,8,NA,NA,NA,NA,Garda Siray,1314,1206,805,گرده څیړی,گرده څیړی,,Garda Siray.  (Garda Siray is part of Waze Zadran in the 399 and 407 sets.  It is a temporary district in the 422 set.)
13,12,8,NA,NA,NA,NA,Lija Mangal,1312,1207,806,لجه منگل,لجه منگل,,"Laja Mangel, Laja Mangal, Lazha Mangal.  (The Laja Mangel area is included in Laja Ahmad Khel in both 399 sets.  Laja Mangal is separate in the 407 set.  It is temporary district in the 422 set.)"
13,12,8,NA,NA,NA,NA,Merzaka,1313,1202,802,میر زکه,میرزکه,,"Mirzaka, Mirzakah, Meer Zaka.  (Mirzaka is part of Sayyid Karam in the 399 set.  It is a separate district in the 407 set, and a temporary district in the 422 set.)"
13,12,8,NA,NA,NA,NA,Rohani Baba,1315,1204,803,روحانی بابا,روحانی بابا,,"Rohany Baba, Rohani Baba.  (Rohany Baba is part of Zurmat in the 399 and 407 sets. It is a temporary district in the 422 set.)"
12,25,7,PROVINCIAL CENTER (SHARAN),701,Sharan,2501,Sharan,1201,2501,701,شرن,شرن,,"Sharan, Sharana."
12,25,7,MATA KHAN,702,Matakhan,2502,Matakhan,1202,2502,702,متا خان,مټا خان,,"Mata Khan, Matakhan, Mota Khan."
12,25,7,YOSEF KHEIL,703,Yosufkhel,2503,Yosuf Khel,1203,2503,703,یوسف خیل,يوسف خيلو,,"Yosuf Khel, Yosufkhel."
12,25,7,YAHYA KHEIL,704,Yahyakhel,2506,Yahya khel,1204,2506,704,یحیی خیل,يحيی خيلو,,"Yahya Khel, Yahyakhel, Yahya Khail."
12,25,7,OMANAH,705,Omna,2507,Omna,1206,2507,705,اومنه,اومنى,,"Omna, Omnah."
12,25,7,SAR RAWZA,706,Sarrawzah,2504,Sar Rawzah,1205,2504,706,سرروضه,سرروضى,,"Sar Rawza, Sar Hawza, Sarrawzah, Sarhawzah, Sar Hawzeh."
12,25,7,ZARGHOON SHAHER,707,Zarghunshahr,2505,Zarghon Shahr,1207,2505,707,زرغون شهر,زرغون شهر,خير کوټ / کټواز‎,"Zarghun Shahr, Khair Kot, Katawaz, Zarghunshahr."
12,25,7,JANI KHEIL (PAKTIKA),708,Janikhel,2512,Janikhel,1209,2512,708,جانی خیل,جانی خيلو,,"Jani Khel, Janikhel.  (There is also a Jani Khel in Paktia.)"
12,25,7,GOMAL,709,Gomal,2508,Gomal,1208,2508,709,گومل,گومل,,"Gomal, Gumal.  (Chaharbaran is part of Gomal in these district sets, but is often refered to as a district.)"
12,25,7,SURUBI (PAKTIKA),710,Sarobi,2509,Sarobi,1210,2509,710,سروبی,سروبی,,"Surubi, Sarobi, Sorubi, Sarubi, Surobi.  (There is also a Sorubi district in Kabul province.)"
12,25,7,URGOON,711,Urgun,2510,Urgun,1211,2510,711,ارگون,ارگون,,"Urgoon, Urgun."
12,25,7,ZIROK,712,Ziruk,2517,‌‌Zerok‌‎‌‎‌‎,1212,2517,712,زیروک,زيړوک,,"Ziruk, Zeruk, Zerok, Zirok."
12,25,7,DELA,714,Dila,2518,Dela,1216,2518,714,دیله وخوشا مند,ديله وخوشا من,دیله,"Dila Wa Khushamand, Dila, Dilah, Khushamand."
12,25,7,WAZAKHWA,715,Wazakhah,2513,Wazakhah,1217,2513,715,وازه خواه,وازه خواه,,"Wazakhwah, Waza Khwa, Wazah Khwah, Wazi Khwa."
12,25,7,TURWU,716,Turwo,2519,Turwo,1219,2519,716,تروو,تروو,,"Turwo, Tarwe, Terwa, Turwa."
12,25,7,WARMAMAI,717,Wormamay,2514,Wormamay,1218,2514,717,ورممی,وړممی,,"Wormamay, Wur Mamay, Wormamai, Wormami, Wor Mamay."
12,25,7,BARMAL,718,Bermel,2515,Birmil,1214,2515,718,برمل,برمل,,"Barmal, Bermel, Barmel, Bermal."
12,25,7,GAYAN,719,Gyan,2516,Gyan,1215,2516,719,گیان,گيان,,"Giyan, Gayan, Gyan."
12,25,7,NIKA,713,Naka,2511,Neka‌‎‌‎‌‎‌‎,1213,2511,713,نیکه,نيکه,,"Nika, Neka, Naka."
8,8,33,BAZARAK,3301,Bazarak,801,Bazarak,801,801,3301,بازارک,بازارک,,Bazarak.
8,8,33,ROKHA,3302,Rukha,803,Rukha,802,803,3302,رخه,رخه,,"Rukha, Rokha."
8,8,33,ANABA,3303,Onaba,806,Onaba,805,806,3303,عنابه,عنابه,,"Unaba, Anawa, Anaba, Hisa-e-Char Panjshir."
8,8,33,DARAH,3304,Dara,804,Dara,803,804,3304,دره,دره,,"Darah, Dara.  (Abshar is part of Darah in the 399 sets, but not the others.)"
8,8,33,HESSA-E-AWAL,3305,Khenj,805,Khinj,804,805,3305,حصه اول,د حصه اول,خینج,"Khinj, Khanj, Hissa-e-Awal Panjsher."
8,8,33,SHATAL,3306,Shutul,802,Shutul,806,802,3306,شتل,شتل,,Shutul.
8,8,33,PAREYIAN,3307,Paryan,807,Paryan,807,807,3307,پریان,پريان,,"Paryan, Parian."
8,8,33,NA,NA,NA,NA,Abshar,808,804,3304,آبشار,ابشار,,"Abshar, Ab Shar.  (Abshar is part of Darah in the 399 sets, but is separate in 407 set, and is a temporary district of the 422 set.)"
3,3,3,PROVINCIAL CENTER (CHARIKAR),301,Charikar,301,Charekar,301,301,301,چاریکار,چاریکار,,Charikar.
3,3,3,SAYID KHAIL,302,Saydkhel,305,Sayd Khel,304,305,302,سید خیل,سيخيل,,"Sayyid Khel, Saydkhel. There is also a Sayyad district in Sar-e-Pul, a Sayyid Karam in Paktia, and a Sayyid Abad district in Wardak."
3,3,3,JABUL SARAJ,303,Jabalussaraj,302,Jabalussaraj,305,302,303,جبل السراج,جبل السراج,,"Jabulussaraj, Jabal Saraj, Jabal us Saraj."
3,3,3,SALANK,304,Salang,306,Salang,306,306,304,سالنگ,سالنگ,,Salang.
3,3,3,SHENWARI,305,Shinwari,303,Shenwari,303,303,305,شینواری,شينوارى,,Shinwari.  (There is also a Shinwar district in Nangarhar.)
3,3,3,SEYAGERD GHORBAND,306,Ghorband,307,Ghorband,307,307,306,سیاه گرد,سيا گرد,غوربند,"Sia Gird, Siagird, Ghorband."
3,3,3,BAGRAM,307,Bagram,304,Bagram,302,304,307,بگرام,بگرام,,Bagram.
3,3,3,KOHE SAFI,308,Koh-e-Safi,308,Koh-e-Safi,308,308,308,کوه صافی,كوه صافي,,"Koh-e-Safi, Koh Safi."
3,3,3,SHAIKH ALI,309,Shekhali,309,Shekh Ali,310,309,309,شیخ علی,شيخ علي,,"Shaykh Ali, Sheikh Ali, Shekhali, Shaykh 'Ali."
3,3,3,SORKH PARSA,310,Surkh-e-Parsa,310,Surkh-e-Parsa,309,310,310,سرخ پارسا,سرخ پارسا,,"Surkh Parsa, Surkhi Parsa, Surkh-e-Parsa, Surkhe Parsa, Surkh-o Parsa, Lolinge, Lowlenge."
20,19,18,PROVINCIAL CENTER (AIBAK),1801,Aybak,1901,Aybak,2001,1901,1801,ایبک,ایبک,,"Aybak, Aibak."
20,19,18,HAZRAT-E-SULTAN,1802,Hazrat-e-Sultan,1902,Hazrat-e-Sultan,2002,1902,1802,حضرت سلطان,حضرت سلطان,,"Hazrat-e-Sultan, Hazrat Sultan."
20,19,18,FEROZ NAKHCHEER,1803,Feroznakhchir,1903,Feroz Nakhcher,2004,1903,1803,فیروز نخچیر,فيروز نخچير,,"Feroz Nakhcheer, Feroznakhchir, Feroz Nakhchir."
20,19,18,DARAH-E-SUF HULYA,1804,Dara-e Suf-e-Bala,1905,Dara-e Sof-e-Bala,2007,1905,1804,دره صوف بالا,درۀ صوف بالا,,"Dara-e-Soof-e-Bala, Darah-ye-Suf-e Bala, Darah-e-Souf-e Bala, Dara-i-Sauf Bala."
20,19,18,DARAH-I-SUF PAYEN,1805,Dara-e-Suf-e-Payin,1904,Dara-e-Sof-e-Payin,2006,1904,1805,دره صوف پائین,درۀ صوف پائين,,"Dara-e-Soof-i-Payin, Darah-ye-Suf-e Pa'in, Dara-e-Sof-e-Payin, Dara-e-Souf-e-Payan, Dara-i-Sauf Paeen."
20,19,18,RAI-DO-AB,1806,Ruy-e-Duab,1907,Roy-e-Doab,2005,1907,1806,روی دواب,روي دوآب,,"Rui-Do-Ab, Ruy-e-Duab, Ruy Do Ab, Rui Doab, Doab."
20,19,18,KHOURAM SAR BAGH,1807,Khuram Wa Sarbagh,1906,Khuram Wa Sarbagh,2003,1906,1807,خرم و سارباغ,خرم و سارباغ,,"Khuram Wa Sarbagh,Khuram wa Sar Bagh, Khuram Sarbagh."
22,20,21,PROVINCIAL CENTER (SAR-I-PUL),2101,Sar-e-Pul,2001,Sar-e-Pul,2201,2001,2101,سرپل,سرپل,,"Sar-e-Pul, Saripul, Saripol, Sar-i-Pol."
22,20,21,SUZMA QULA,2102,Sozmaqala,2004,Sozma Qala,2204,2004,2102,سوزمه قلعه,سوزمه قلعه,,"Sozma Qala, Sozmaqala, Sozmah Qal'ah."
22,20,21,SAYAD,2103,Sayad,2002,Sayad,2202,2002,2103,صیاد,صيا,,"Sayyad, Sayad.  (There is also a Sayyid Khel district in Parwan, a Sayyid Karam in Paktika, and a Sayyid Abad district in Wardak.)"
22,20,21,KOHISTANAT,2104,Kohestanat,2003,Kohistanat,2203,2003,2104,کوهستانات,کوهستانات,,"Kohistanat.  (There are Kohistan districts in both Badakhshan and Faryab. There is a Hissa-e-Awali Kohistan, and a Hissa-e Duome Kohistan, both in Kapisa.)"
22,20,21,BALKHAB,2105,Balkhab,2006,Balkhab,2207,2006,2105,بلخا ب,بلخا ب,,Balkhab.
22,20,21,SANGCHARAK,2106,Sancharak,2007,Sancharak,2205,2007,2106,سانچارک,سانچارک,,"Sancharak, Sangcharak."
22,20,21,GOSFANDI,2107,Gosfandi,2005,Gosfandi,2206,2005,2107,گوسفندی,گوسفندی,,Gosfandi.
18,10,15,TALOQAN - CENTER OF TALOQAN,1501,Taloqan,1601,Taluqan,1801,1601,1501,تالقان,تالقان,,"Taluqan, Taloqan."
18,10,15,HAZAR SOMOCH,1502,Hazarsumuch,1602,Hazarsumoch,1802,1602,1502,هزار سموچ,هزار سموچ,,"Hazar Sumuch, Hazarsumuch, Hazar Sumoch."
18,10,15,BAHARAK,1503,Baharak,1603,Baharak,1803,1603,1503,بهارک,بهارک,,Baharak.  (There is also a Baharak in Badakhshan.)
18,10,15,KHWAJA GHAR,1504,Khwajaghar,1614,Khwaja Ghar,1809,1614,1504,خواجه غار,خواجه غار,,"Khwaja Ghar, Khwajaghar, Khoja Ghor."
18,10,15,BANGI,1505,Bangi,1604,Bangi,1804,1604,1505,بنگی,بنگی,,"Bangi, Bangi Qala."
18,10,15,ESHKAMESH,1506,Eshkamesh,1615,Ishkmish,1811,1615,1506,اشکمش,اشکمش,,"Eshkamesh, Ishkamish.  (There is also an Eshkashim district in Badakhshan.)"
18,10,15,CHAAL,1507,Chal,1605,Chal,1805,1605,1507,چال,چال,,Chal.
18,10,15,NAMAK  AAB,1508,Namakab,1606,Namak Ab,1806,1606,1508,نمک آب,نمک آب,,"Namak Ab, Namakab."
18,10,15,FARKHAR,1509,Farkhar,1607,Farkhar,1808,1607,1509,فرخار,فرخار,,Farkhar.
18,10,15,KALAFGAN,1510,Kalafgan,1608,Kalafgan,1807,1608,1510,کلفگان,کلفگان,,Kalafgan.
18,10,15,RUSTAQ,1511,Rostaq,1609,Rustaq,1810,1609,1511,رستاق,رستاق,,"Rustaq, Rostak."
18,10,15,CHAH AAB,1512,Chahab,1610,Chahab,1816,1610,1512,چاه آب,چاه آب,,"Chahab, Chah Ab, Cha-e-Ab, Chahi Ab."
18,10,15,YANGI QALA,1513,Yangi Qala,1611,Yangi Qala,1817,1611,1513,ینگی قلعه,ينگی قلعه,,"Yangi Qala, Yangi Qal'ah."
18,10,15,KHWAJA BAHAWODDIN,1514,Khwajabahawuddin,1612,Khwaja Bahawuddin,1814,1612,1514,خواجه بهاوالدین,خواجه بهاوالدين,,"Khwaja Bahawuddin, Khwajabahauddin, Khwaja Bahauddin."
18,10,15,DARQAD,1515,Darqad,1617,Darqad,1815,1617,1515,درقد,درق,,Darqad.
18,10,15,DASHTE QALA,1516,Dasht-e-Qala,1613,Dasht-e-Qala,1812,1613,1516,دشت قلعه,دشت قلعه,,"Dashti Qala, Dasht-i-Qala, Dasht-e-Qala,, Dasht-e Qal'ah."
18,10,15,WARSAJ,1517,Warsaj,1616,Warsaj,1813,1616,1517,ورسج,ورسج,,Warsaj.
25,23,30,PROVINCIAL CENTER (TERINKOTT),3001,Tirinkot,2301,Tirenkot,2501,2301,3001,انتخاب کردن,انتخاب کردن,,"Tirinkot, Tirin Kot, Tarinkot."
25,23,30,CHOARAH,3002,Chora,2302,Chora,2503,2302,3002,چوره,چوره,,"Chora, Chorah.  (Chora includes Chinarto in both 399 district sets.  The 407 and 422 sets show Chinarto split from Chora.)"
25,23,30,KHAS UROZGAN,3003,Khasuruzgan,2305,Khas Uruzgan,2505,2305,3003,خاص ارزگان,خاص ارزگان,,"Khas Urozgan, Khasuruzgan, Khas Oruzgan."
25,23,30,SHAHID-E-HASSAS,3004,Shahid-e-Hassas,2303,Shahed-e-Hassas,2504,2303,3004,شهید حساس,شهيحساس,,"Shahidi Hassas, Shaidi Assas, Charchino, Char China.  (Sia Sang is included in Shahidi Hassas in all district sets, but some consider it to be a district.)"
25,23,30,DEHRAOUD,3005,Dehrawud,2304,Dehrawud,2502,2304,3005,دهراود,دهراو,,"Dehraoud, Dehrawud, Deh Rud."
25,23,30,NA,NA,NA,NA,Chinarto,2506,2302,3002,چینارتو,چنارتو,,"Chinarto, Chenarto, Chinar Tu.  (Chinarto is part of Chora in both 399 sets.  Chinarto is separate in the 407 set, and is a temporary district of the 422 set.)"
4,4,4,PROVINCIAL CENTER (MAIDAN-SHAHR),401,Maydanshahr,401,Maydanshahr,401,401,401,میدان شهر,میدان شهر,,"Maidan Shahr, Maydan Shahr, Maydanshahr."
4,4,4,JALRAIZ,402,Jalrez,402,Jalrez,403,402,402,جلریز,جلريز,,"Jalrez, Jalrayz."
4,4,4,HESA-AWAL-BEHSUD,403,Hesa-e-Awal-e-Behsud,404,Hisa-e-Awal-e-Bihsod,407,404,403,حصه اول بهسود,حصۀ اول بهسو,,"Hissa-e-Awal-e-Behsud, Hesa-e Awal-e Behsud, Hisa-i-Awal-i Bihsud.  (There is also a Markazi Behsud in Wardak, and a Behsud in Nangarhar.)"
4,4,4,MARKAZ-I-BEHSOD,404,Markaz-e-Behsud,408,Markaz-e-Bihsod,409,408,404,مرکز بهسود,مرکز بهسو,,"Markaz-e-Behsud, Markaz-i-Bihsud.  (There is also a Hisa-e-Awal-e-Behsud district in Wardak, and a Behsud district in Nangarhar.) "
4,4,4,DAIMIRDAD,405,Daymirdad,405,Daymerdad,406,405,405,دایمیرداد,دايميردا,,"Daimirdad, Daymirdad, Day Mirdad."
4,4,4,JAGHATO,406,Jaghatu,409,Jaghato,408,409,406,جغتو,جغتو,,"Jaghatu, Jaghato.  (There is also a Jaghatu district in Ghazni.)"
4,4,4,CHAK,407,Chak,406,Chak,404,406,407,چک وردک,چک وردک,,"Chak-e-Wardak, Chak-i-Wardad, Chak."
4,4,4,SAYED ABAD,408,Saydabad,407,Saydabad,405,407,408,سید آباد,سيآبا,,"Sayyid Abad, Saydabad, Sayyidabad, Sayedabad.  (There is also a Sayyad district in Sar-e-Pul, a Sayyid Karam in Paktia, and a Sayyid Khel in Parwan.)"
4,4,4,NERKH,409,Nerkh,403,Nirkh,402,403,409,نرخ,نرخ,,Nerkh
26,24,29,PROVINCIAL CENTER (QALAT),2901,Qalat,2401,Qalat,2601,2401,2901,قلا ت,قلا ت,,Qalat.
26,24,29,SHAH JOI,2902,Shahjoy,2406,Shahjoy,2606,2406,2902,شاه جوی,شاه جوی,,"Shah Joi, Shahjoy, Shajoy, Shahjoi."
26,24,29,ARGHANDAB (ZABUL),2903,Arghandab,2402,Arghandab,2605,2402,2903,ارغنداب,ارغنداب,,Arghandab.  (There is also an Arghandab in Kandahar.)
26,24,29,DAICHOPAN,2905,Daychopan,2408,Daychopan,2607,2408,2905,دایچوپان,دايچوپان,,"Daichopan, Daychopan, Day Chopan."
26,24,29,MIZAN,2906,Mizan,2403,Mezan,2604,2403,2906,میزان,ميزان,,Mizan.
26,24,29,TARNK-O-JALDAK,2907,Tarnak Wa Jaldak,2404,Tarnak Wa Jaldak,2602,2404,2907,ترنک و جلدک,تر نگ و جلدک,,"Tarnak wa Jaldak, Jeldak, Jaldak, Shahr-e-Safa, Shar-e-Safa."
26,24,29,SHINKAI,2908,Shinkay,2405,Shenkay,2603,2405,2908,شینکی,شينکی,,"Shinkai, Shinkay.  (There is also a Shinkai area in Kapisa.  The Surri (or Seuri, Sewray) area is included in Shinkai in all of these district sets, but many think of it as a district.)"
26,24,29,ATGHAR,2909,Atghar,2409,Atghar,2608,2409,2909,اتغر,اتغر,,Atghar.
26,24,29,SHEMEL ZAYI,2910,Shomulzay,2410,Shumulzay,2610,2410,2910,شمل زائی,شمل زائی,,"Shemel Zayi, Shamalzai, Shomulzay, Shamulzai."
26,24,29,NAW BAHAR,2911,Nawbahar,2411,Naw Bahar,2609,2411,2911,نو بهار,نو بهار,,"Naw Bahar, Nawbahar."
26,24,29,KAKAR,2904,Kakar,2407,Kakar,2611,2407,2904,کاکر,کاکړ,خاک افغان,"Kakar, Khak-e-Afghan."