"province_code","province_name","province_votes","candidate_code","serial_number","ballot_position","candidate_name","candidate_votes","vote_share","candidate_rank","results_date","results_status"
"02","Kapisa",38641,"2-1249-103",34,34,"Mirdaad Khan Nejrabi",5849,0.151367718226754,1,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-1685-42",21,21,"Eng. Mir Haidar Afzali",5370,0.138971558707073,2,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-201-1142-13",15,15,"Gen. Mohammad Iqbal Safi",5355,0.138583369995601,3,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-1397-22",2,2,"Abdul Zaher Hakimzadah",2325,0.0601692502782019,4,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-1545-48",4,4,"Shukrullah Mohammadi",1591,0.0411738826634921,5,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-1250-33",26,26,"Shejauddin Murad",1434,0.037110840816749,6,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-1274-34",33,33,"Khadija Elham Khalili",1378,0.0356616029605859,7,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-1269-86",23,23,"Mawlana Abdul Maroof Waaseq",1279,0.0330995574648689,8,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-1437-37",31,31,"Abdul Hakim = Khwaja Padshah",1124,0.0290882741129888,9,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-1541-25",5,5,"Saara Sirat",1085,0.0280789834631609,10,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-1637-62",28,28,"Mohammad Shafiq Alawi",970,0.0251028700085402,11,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-1161-81",17,17,"Mohammad Nader Khalid",900,0.0232913226883362,12,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-1162-113",32,32,"Khalida Hakimi",879,0.022747858492275,13,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-1318-109",14,14,"Qazi Ahmadi Ahmadi",769,0.0199011412748117,14,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-1305-123",9,9,"Alhaj Mohammad Masoom Khan Hashemi",711,0.0184001449237856,15,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-1186-115",1,1,"Mohammad Faazel Safi",702,0.0181672316969023,16,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-1009-68",18,18,"Abdul Wakil Jalili",679,0.0175720090059781,17,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-1141-10",19,19,"Nazar Mohammad Mohammadi",663,0.0171579410470744,18,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-1390-73",10,10,"Qazi Abdul Razaaq Nejrabi",651,0.0168473900778965,19,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-1225-4",3,3,"Mohammad Rafi Safi",613,0.0158639786755001,20,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-1461-40",16,16,"Rahima Shams Kohistani",558,0.0144406200667685,21,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-1297-4",8,8,"Qari Omid Safi",483,0.0124996765094071,22,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-1593-87",35,35,"Fazel Hadi Ahmadi",418,0.0108175254263606,23,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-1273-83",24,24,"Dr. Mohammad Nayem Safi",416,0.0107657669314976,24,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-1210-85",22,22,"Talib Jaan Safi",401,0.0103775782200254,25,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-1174-110",6,6,"Tahera Mirzadah",326,0.00843663466266401,26,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-1149-59",13,13,"Gull Ahmad Safi",283,0.00732382702311017,27,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-1553-92",12,12,"Rohullah Safi",269,0.00696151755906938,28,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-1389-35",29,29,"Dr. Humma Shamim",267,0.00690975906420641,29,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-1290-26",25,25,"Akhondzadah Abdul Salam Jawad",250,0.00646981185787117,30,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-1505-119",7,7,"Razia Saadat Habibi",191,0.00494293625941358,31,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-1081-112",20,20,"Nooria Kohistani",186,0.00481354002225615,32,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-1133-3",27,27,"Najibullah Rahimi Safi",151,0.00390776636215419,33,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-1265-90",30,30,"Aaqel Khan Tagabi",101,0.00261380399057995,34,2019-01-24,"Results Status : Certified"
"02","Kapisa",38641,"2-1266-54",11,11,"Haji Aqa Jaan Sayedi",14,0.000362309464040786,35,2019-01-24,"Results Status : Certified"
"03","Parwan",86028,"3-1593-34",16,16,"Abdul Aziz - Humayoun Harirod",14690,0.17075835774399,1,2019-01-20,"Results Status : Certified"
"03","Parwan",86028,"3-1093-1",12,12,"Alhaj Mir Rahman Rahmani",10693,0.124296740596085,2,2019-01-20,"Results Status : Certified"
"03","Parwan",86028,"3-1541-2",1,1,"Sediq Ahmad Osmani",9961,0.115787883014832,3,2019-01-20,"Results Status : Certified"
"03","Parwan",86028,"3-1441-18",17,17,"Alhaj Abdul Zaher Salangi",9329,0.108441437671456,4,2019-01-20,"Results Status : Certified"
"03","Parwan",86028,"3-1309-32",11,11,"Abdul Satar Khawasi",8025,0.0932835820895522,5,2019-01-20,"Results Status : Certified"
"03","Parwan",86028,"3-1306-4",7,7,"Zakia Sangin",5415,0.0629446226809876,6,2019-01-20,"Results Status : Certified"
"03","Parwan",86028,"3-1249-42",25,25,"Alhaj Mohammadagull Mujahid",4648,0.0540289208164784,7,2019-01-20,"Results Status : Certified"
"03","Parwan",86028,"3-1585-16",2,2,"Mohammad Munib Hadad",3094,0.0359650346398847,8,2019-01-20,"Results Status : Certified"
"03","Parwan",86028,"3-1461-21",6,6,"Alhaj Nesaruddin Baryalai",2943,0.0342097921606919,9,2019-01-20,"Results Status : Certified"
"03","Parwan",86028,"3-1177-15",24,24,"Master Samea Azizi Sadat",2900,0.0337099548984052,10,2019-01-20,"Results Status : Certified"
"03","Parwan",86028,"3-1273-3",3,3,"Palwasha Ismailzadah",2536,0.0294787743525364,11,2019-01-20,"Results Status : Certified"
"03","Parwan",86028,"3-1174-37",5,5,"Qari Abdul Jalil Ayar",2130,0.0247593806667597,12,2019-01-20,"Results Status : Certified"
"03","Parwan",86028,"3-1437-25",27,27,"Mujahid Mowahid Ibrahimi",1689,0.0196331426977263,13,2019-01-20,"Results Status : Certified"
"03","Parwan",86028,"3-1305-23",8,8,"Dr. Abdul Satar Amiri",1596,0.0185520993165016,14,2019-01-20,"Results Status : Certified"
"03","Parwan",86028,"3-1157-24",9,9,"Dr. Mohammad Shafi Mushfeq",1502,0.0174594318128981,15,2019-01-20,"Results Status : Certified"
"03","Parwan",86028,"3-1198-27",14,14,"Malem Abdullah Khalozai",1017,0.0118217324591993,16,2019-01-20,"Results Status : Certified"
"03","Parwan",86028,"3-1173-14",19,19,"Hasiba Efat",873,0.0101478588366578,17,2019-01-20,"Results Status : Certified"
"03","Parwan",86028,"3-1250-29",21,21,"Bibi haji Shafiqa Noori",847,0.00984563165481006,18,2019-01-20,"Results Status : Certified"
"03","Parwan",86028,"3-1325-35",20,20,"Farzana Farhat",503,0.00584693355651648,19,2019-01-20,"Results Status : Certified"
"03","Parwan",86028,"3-1313-22",28,28,"Abdul Motaal Mubasher",288,0.003347747245083,20,2019-01-20,"Results Status : Certified"
"03","Parwan",86028,"3-1297-26",15,15,"Nargis Sayed",264,0.00306876830799275,21,2019-01-20,"Results Status : Certified"
"03","Parwan",86028,"3-1205-28",26,26,"Hamta Mubarez",258,0.00299902357372018,22,2019-01-20,"Results Status : Certified"
"03","Parwan",86028,"3-1505-38",4,4,"Khatol Faqirzadah",230,0.00267354814711489,23,2019-01-20,"Results Status : Certified"
"03","Parwan",86028,"3-1397-36",10,10,"Wahida Payendah",162,0.00188310782535919,24,2019-01-20,"Results Status : Certified"
"03","Parwan",86028,"3-1009-30",22,22,"Shekeba Sayedkheli",138,0.00160412888826894,25,2019-01-20,"Results Status : Certified"
"03","Parwan",86028,"3-1265-33",13,13,"Mohammad Anwar Neyazai",114,0.00132514995117869,26,2019-01-20,"Results Status : Certified"
"03","Parwan",86028,"3-1329-19",18,18,"Aziza Ishani Walizadah",111,0.0012902775840424,27,2019-01-20,"Results Status : Certified"
"03","Parwan",86028,"3-1465-31",23,23,"Mohammadzadah Parsa",72,0.000836936811270749,28,2019-01-20,"Results Status : Certified"
"07","Laghman",44348,"7-1297-6",23,23,"Gen. Abdul Munir Tarakhel",4048,0.0912780734193199,1,2019-01-20,"Results Status : Certified"
"07","Laghman",44348,"7-1174-64",10,10,"Mohammad Rafi Mamozai",3021,0.06812032109678,2,2019-01-20,"Results Status : Certified"
"07","Laghman",44348,"7-1441-13",19,19,"Eng. Mohammad Aalem Qarar",2884,0.0650311175250293,3,2019-01-20,"Results Status : Certified"
"07","Laghman",44348,"7-1505-10",4,4,"Shamsullah Abdulrahimzai",2656,0.0598899612158384,4,2019-01-20,"Results Status : Certified"
"07","Laghman",44348,"7-1545-6",17,17,"Hamidullah Khair",2515,0.056710561919365,5,2019-01-20,"Results Status : Certified"
"07","Laghman",44348,"7-1186-17",8,8,"Gen. Naqibullah Mohabat",2426,0.0547037070442861,6,2019-01-20,"Results Status : Certified"
"07","Laghman",44348,"7-1541-9",26,26,"Wafiullah Sharifi",2347,0.0529223414810138,7,2019-01-20,"Results Status : Certified"
"07","Laghman",44348,"7-1142-11",11,11,"Haji Shir Shah Stor",2017,0.0454811941913953,8,2019-01-20,"Results Status : Certified"
"07","Laghman",44348,"7-1141-26",6,6,"Haji Ghullam Nabi Hotak",2001,0.0451204112925047,9,2019-01-20,"Results Status : Certified"
"07","Laghman",44348,"7-1437-16",5,5,"Mawlawi Abdul Qahar Haqani",1824,0.0411292504735276,10,2019-01-20,"Results Status : Certified"
"07","Laghman",44348,"7-1305-2",1,1,"Alhaj Zifnon safi",1787,0.0402949400198431,11,2019-01-20,"Results Status : Certified"
"07","Laghman",44348,"7-1533-3",18,18,"Haji Mukaram khan Naseri",1652,0.0372508343104537,12,2019-01-20,"Results Status : Certified"
"07","Laghman",44348,"7-1265-8",22,22,"Shirzad Safi",1586,0.03576260485253,13,2019-01-20,"Results Status : Certified"
"07","Laghman",44348,"7-1250-24",2,2,"Merajuddin Majidzoi",1458,0.0328763416614052,14,2019-01-20,"Results Status : Certified"
"07","Laghman",44348,"7-1001-5",30,30,"Alhaj Mohammad Ayoub",1380,0.0311175250293136,15,2019-01-20,"Results Status : Certified"
"07","Laghman",44348,"7-1273-27",28,28,"Ghawarjaan",1324,0.0298547848831965,16,2019-01-20,"Results Status : Certified"
"07","Laghman",44348,"7-1637-36",32,32,"Alhaj Eng. Assadullah Assad",1276,0.0287724361865248,17,2019-01-20,"Results Status : Certified"
"07","Laghman",44348,"7-1254-18",15,15,"Dr. Hafizullah Malang",1123,0.0253224497158835,18,2019-01-20,"Results Status : Certified"
"07","Laghman",44348,"7-1149-4",12,12,"Shir Ali Dard Sahak",987,0.0222557950753134,19,2019-01-20,"Results Status : Certified"
"07","Laghman",44348,"7-1313-57",31,31,"Abdul Hadi Wahedi",687,0.0154911157211148,20,2019-01-20,"Results Status : Certified"
"07","Laghman",44348,"7-1337-25",3,3,"Breshna Safi",653,0.0147244520609723,21,2019-01-20,"Results Status : Certified"
"07","Laghman",44348,"7-1150-65",21,21,"Gull Marai Laghmani",642,0.014476413817985,22,2019-01-20,"Results Status : Certified"
"07","Laghman",44348,"7-1229-19",7,7,"Ghullam Yahya Ibrahimi",624,0.0140705330567331,23,2019-01-20,"Results Status : Certified"
"07","Laghman",44348,"7-1266-60",20,20,"Ghairat Rustamkhel",586,0.013213673671868,24,2019-01-20,"Results Status : Certified"
"07","Laghman",44348,"7-1553-55",13,13,"Eng. Mohammad Agha Mubarez",539,0.0121538739063768,25,2019-01-20,"Results Status : Certified"
"07","Laghman",44348,"7-1198-30",27,27,"Abdul Hakim Naseri",501,0.0112970145215117,26,2019-01-20,"Results Status : Certified"
"07","Laghman",44348,"7-1233-7",16,16,"Mohammad Anwar Sadaqat",479,0.0108009380355371,27,2019-01-20,"Results Status : Certified"
"07","Laghman",44348,"7-1298-16",14,14,"Dr. Abdul Rasool Wafa",461,0.0103950572742852,28,2019-01-20,"Results Status : Certified"
"07","Laghman",44348,"7-1282-52",29,29,"Assadullah Noori",305,0.00687742401010192,29,2019-01-20,"Results Status : Certified"
"07","Laghman",44348,"7-1226-40",33,33,"Saleh Mohammad Mohammadi",300,0.00676467935419861,30,2019-01-20,"Results Status : Certified"
"07","Laghman",44348,"7-1009-57",25,25,"Waheda Safi",178,0.00401370975015784,31,2019-01-20,"Results Status : Certified"
"07","Laghman",44348,"7-1225-51",9,9,"Mohammad Walid Khpelwak",45,0.00101470190312979,32,2019-01-20,"Results Status : Certified"
"07","Laghman",44348,"7-1194-63",24,24,"Haji Sana Gull",36,0.000811761522503833,33,2019-01-20,"Results Status : Certified"
"08","Panjsher",31128,"8-1265-2068",12,12,"Haji Zal Mohammad Zalamai Noori",8456,0.271652531482909,1,2019-01-24,"Results Status : Certified"
"08","Panjsher",31128,"8-1541-19",1,1,"Ahmad Shekeb Ahmadyar",8058,0.258866615265998,2,2019-01-24,"Results Status : Certified"
"08","Panjsher",31128,"8-1553-36",7,7,"Dr. Zahir Saadat",6631,0.213023644307376,3,2019-01-24,"Results Status : Certified"
"08","Panjsher",31128,"8-1593-2061",8,8,"Gull Padshah Bina",2283,0.0733423284502698,4,2019-01-24,"Results Status : Certified"
"08","Panjsher",31128,"8-1445-38",11,11,"Saleh Mohammad Registani",2087,0.0670457465947057,5,2019-01-24,"Results Status : Certified"
"08","Panjsher",31128,"8-1250-7",4,4,"Qazi Rahela Salim",1577,0.0506617836031868,6,2019-01-24,"Results Status : Certified"
"08","Panjsher",31128,"8-1142-1045",2,2,"Abdul Raqib Paasdaar",950,0.0305191467489077,7,2019-01-24,"Results Status : Certified"
"08","Panjsher",31128,"8-1173-31",6,6,"Noorullah Begi",484,0.0155487021331277,8,2019-01-24,"Results Status : Certified"
"08","Panjsher",31128,"8-801-1505-2109",10,10,"Dr. Sadruddin Fakhri",275,0.00883448984836803,9,2019-01-24,"Results Status : Certified"
"08","Panjsher",31128,"8-1601-43",9,9,"Farzana Shahimi",134,0.00430480596247751,10,2019-01-24,"Results Status : Certified"
"08","Panjsher",31128,"8-1274-2086",3,3,"Mohammad Hatef Daye",105,0.00337316885119507,11,2019-01-24,"Results Status : Certified"
"08","Panjsher",31128,"8-1637-2067",5,5,"Mawlawi Mohammad Mukhtar Mufleh",88,0.00282703675147777,12,2019-01-24,"Results Status : Certified"
"10","Bamyan",125801,"10-1297-134",38,38,"Mohammad Rahim Aliyar",10529,0.0836956780947687,1,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1461-3",1,1,"Alhaj Zaheeruddin Jaan Agha",9945,0.0790534256484448,2,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1094-8",35,35,"Sayed Mohammad Jamal Fakor Beheshti",9021,0.0717084919833706,3,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1250-44",19,19,"Mohammad Sarwar Jawadi",8213,0.0652856495576347,4,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1266-23",31,31,"Alhaj Lft-Gen Muslim Aamed",7912,0.0628929817727999,5,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1273-14",15,15,"Mohammad Akbari",7500,0.0596179680606672,6,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1009-62",29,29,"Nekbakht Fahimi",6167,0.0490218678706847,7,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1313-66",3,3,"Fawad Kohmardi",5909,0.0469710097693977,8,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1537-60",4,4,"Dr. Mahdi Nateqi",5633,0.0447770685447651,9,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1381-69",27,27,"Sefatullah Muradi",5184,0.0412079395235332,10,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1521-13",5,5,"Safora Elkhani",4866,0.0386801376777609,11,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1174-49",26,26,"Ahmad Hussain Ibrahimi",4685,0.0372413573818968,12,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1133-96",20,20,"Shahr Bano Wakili",4155,0.0330283543056097,13,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1661-43",13,13,"Aqela Hussaini",3248,0.025818554701473,14,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1417-47",21,21,"Sayed Mohammad Nader Shafaq",3046,0.024212844095039,15,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1134-70",24,24,"Shogofa Zamani",2966,0.0235769191023919,16,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1142-95",30,30,"Abdul Karim Barati",2941,0.0233781925421896,17,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1317-119",23,23,"Gen Mohammad Nabi Tofan",2816,0.0223845597411785,18,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1334-20",2,2,"Sayed Mohammad Jawad Hussaini",2569,0.0204211413263806,19,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1233-64",10,10,"Sharifa Arman Waseq",2394,0.019030055404965,20,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1577-125",28,28,"Abdul Daneshyar",2314,0.0183941304123179,21,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1141-51",37,37,"Dr. Mohammad Jawad Asghari",2035,0.016176342000461,22,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1253-34",25,25,"Alhaj Sayed Assadullah Jafari",1513,0.0120269314234386,23,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1265-87",9,9,"Sima Naderi",1165,0.00926065770542365,24,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1010-98",39,39,"Masooma Bakhshi",1154,0.00917321801893467,25,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1241-22",18,18,"Abdul Satar Ashna",1069,0.00849754771424711,26,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1106-118",17,17,"Haidar Ali Ahmadi",1040,0.00826702490441253,27,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1005-55",16,16,"Mohaiuddin Farahmand",1019,0.00810009459384266,28,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1149-41",40,40,"Mazaruddin Saighani",761,0.0060492364925557,29,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1162-86",22,22,"Mohammad Zaher Mirzaye",753,0.00598564399329099,30,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1653-102",6,6,"Angeza Alizadah",739,0.00587435711957775,31,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1230-11",32,32,"Mohammad Hassan Hussainpor",657,0.00522253400211445,32,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1178-94",8,8,"Sayed Khan Agha Nohzat",505,0.00401427651608493,33,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1270-28",33,33,"Sayedah Attaye",367,0.00291730590376865,34,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1001-92",34,34,"Uzra Karimi",266,0.00211445060055166,35,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1002-120",14,14,"Isshaq Zahak",248,0.00197136747720606,36,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1489-141",11,11,"Haidar Jafari",169,0.00134339154696704,37,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1249-91",7,7,"Mir Hussain Ibrahimi",167,0.00132749342215086,38,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1706-67",12,12,"Mohammad Hassan Ranjbar",105,0.000834651552849341,39,2019-01-20,"Results Status : Certified"
"10","Bamyan",125801,"10-1130-166",36,36,"Jaanbaz Sultani",56,0.000445147494852982,40,2019-01-20,"Results Status : Certified"
"14","Khost",79948,"14-1541-88",7,7,"Kamal Naser Usoli",7758,0.0970380747485866,1,2019-01-31,"Results Status : Certified"
"14","Khost",79948,"14-1593-47",11,11,"Eng Helmand Helmand",4438,0.0555110822034322,2,2019-01-31,"Results Status : Certified"
"14","Khost",79948,"14-1001-92",12,12,"Dr Mohammad Musa Khaawarin",4202,0.0525591634562466,3,2019-01-31,"Results Status : Certified"
"14","Khost",79948,"14-1637-2",17,17,"Ghafar Khan",4127,0.0516210536848952,4,2019-01-31,"Results Status : Certified"
"14","Khost",79948,"14-1142-70",27,27,"Alhaj Ajab Noor Mangal",3416,0.0427277730524841,5,2019-01-31,"Results Status : Certified"
"14","Khost",79948,"14-1250-57",54,54,"Abdul Nasir Haqmal",3376,0.0422274478410967,6,2019-01-31,"Results Status : Certified"
"14","Khost",79948,"14-1093-37",8,8,"Dr Mirbat Khan Mangal",3154,0.0394506429178966,7,2019-01-31,"Results Status : Certified"
"14","Khost",79948,"14-1273-19",20,20,"Haji Muzafar Khan Babakarkhel",3151,0.0394131185270426,8,2019-01-31,"Results Status : Certified"
"14","Khost",79948,"14-1185-16",21,21,"Humyoun Humayoun",2729,0.0341346875469055,9,2019-01-31,"Results Status : Certified"
