"link","file_target","failed"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1302032/19226_R130192_Sheet1.jpg","19226_R130192_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1302034/6560_W130152_Sheet1.jpg","6560_W130152_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1302034/6561_W130154_Sheet1.jpg","6561_W130154_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1302036/19212_R130199_Sheet1.jpg","19212_R130199_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1302036/19217_W130162_Sheet1.jpg","19217_W130162_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1303049/19152_W130173_Sheet1.jpg","19152_W130173_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1303049/19175_W130174_Sheet1.jpg","19175_W130174_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1303061/6429_R130114_Sheet1.jpg","6429_R130114_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1303061/6430_R130118_Sheet1.jpg","6430_R130118_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1303061/6436_W130213_Sheet1.jpg","6436_W130213_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1303061/6439_R130128_Sheet1.jpg","6439_R130128_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1303062/19218_R130309_Sheet1.jpg","19218_R130309_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1303062/19220_W130810_Sheet1.jpg","19220_W130810_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1303063/6448_W130224_Sheet1.jpg","6448_W130224_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1303063/19171_W130222_Sheet1.jpg","19171_W130222_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1303064/6371_W130230_Sheet1.jpg","6371_W130230_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1303064/6372_W130228_Sheet1.jpg","6372_W130228_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1303064/6691_W130226_Sheet1.jpg","6691_W130226_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1303064/6692_W130227_Sheet1.jpg","6692_W130227_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1303064/6693_W130229_Sheet1.jpg","6693_W130229_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1304068/6463_W130239_Sheet1.jpg","6463_W130239_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1304068/6464_W130240_Sheet1.jpg","6464_W130240_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1304068/6465_W130241_Sheet1.jpg","6465_W130241_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1304068/6466_W130242_Sheet1.jpg","6466_W130242_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1304069/6399_W130243_Sheet1.jpg","6399_W130243_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1304069/6400_W130244_Sheet1.jpg","6400_W130244_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1304069/6662_W130245_Sheet1.jpg","6662_W130245_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1304070/19182_R130301_Sheet1.jpg","19182_R130301_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1304070/19186_R130116_Sheet1.jpg","19186_R130116_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1304070/19190_R130064_Sheet1.jpg","19190_R130064_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1304070/19193_W130252_Sheet1.jpg","19193_W130252_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1304070/19197_R130323_Sheet1.jpg","19197_R130323_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1305071/6485_W130257_Sheet1.jpg","6485_W130257_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1305071/19046_W130256_Sheet1.jpg","19046_W130256_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1305071/19048_W130258_Sheet1.jpg","19048_W130258_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1305074/6476_W130268_Sheet1.jpg","6476_W130268_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1305074/6478_W130269_Sheet1.jpg","6478_W130269_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1305075/6484_R130124_Sheet1.jpg","6484_R130124_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1305075/19055_R130120_Sheet1.jpg","19055_R130120_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1305075/19355_R130056_Sheet1.jpg","19355_R130056_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1305076/6567_W130272_Sheet1.jpg","6567_W130272_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1305076/6568_W130273_Sheet1.jpg","6568_W130273_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1305076/6569_W130274_Sheet1.jpg","6569_W130274_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1305077/6555_W130275_Sheet1.jpg","6555_W130275_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1305077/6556_W130276_Sheet1.jpg","6556_W130276_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1305077/6557_W130277_Sheet1.jpg","6557_W130277_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1305078/6475_R130143_Sheet1.jpg","6475_R130143_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1305078/6477_R130121_Sheet1.jpg","6477_R130121_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1305079/19047_R130149_Sheet1.jpg","19047_R130149_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1305079/19050_R130126_Sheet1.jpg","19050_R130126_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1305079/19052_R130131_Sheet1.jpg","19052_R130131_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1305080/19203_W130284_Sheet1.jpg","19203_W130284_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1305080/19204_R130195_Sheet1.jpg","19204_R130195_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1305080/19205_W130285_Sheet1.jpg","19205_W130285_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1305081/19199_W130291_Sheet1.jpg","19199_W130291_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1305081/19200_W130292_Sheet1.jpg","19200_W130292_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1305083/19202_W130298_Sheet1.jpg","19202_W130298_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1305083/19356_R130055_Sheet1.jpg","19356_R130055_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1306097/19068_R130198_Sheet1.jpg","19068_R130198_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1306097/19069_W130319_Sheet1.jpg","19069_W130319_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1306097/19070_W130317_Sheet1.jpg","19070_W130317_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1306098/6507_W130321_Sheet1.jpg","6507_W130321_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1306098/6508_W130322_Sheet1.jpg","6508_W130322_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1306100/6411_W130331_Sheet1.jpg","6411_W130331_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1306100/6418_W130332_Sheet1.jpg","6418_W130332_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1306100/6428_W130330_Sheet1.jpg","6428_W130330_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1306101/19049_R130141_Sheet1.jpg","19049_R130141_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1306101/19051_R130132_Sheet1.jpg","19051_R130132_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1306101/19053_R130238_Sheet1.jpg","19053_R130238_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1306102/19056_R130221_Sheet1.jpg","19056_R130221_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1306102/19057_R130239_Sheet1.jpg","19057_R130239_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1306102/19058_R130135_Sheet1.jpg","19058_R130135_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1306102/19065_R130133_Sheet1.jpg","19065_R130133_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1306103/5929_R130140_Sheet1.jpg","5929_R130140_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1306103/5931_R130139_Sheet1.jpg","5931_R130139_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1306103/5933_R130054_Sheet1.jpg","5933_R130054_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1306103/5935_W130345_Sheet1.jpg","5935_W130345_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1306104/19061_W130349_Sheet1.jpg","19061_W130349_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1306104/19062_R130145_Sheet1.jpg","19062_R130145_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1306104/19064_R130200_Sheet1.jpg","19064_R130200_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307105/20021_R990011_Sheet1.jpg","20021_R990011_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307106/19258_R130074_Sheet1.jpg","19258_R130074_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307106/19259_R130098_Sheet1.jpg","19259_R130098_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307106/19260_R130312_Sheet1.jpg","19260_R130312_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307106/19261_R130229_Sheet1.jpg","19261_R130229_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307106/19262_R130110_Sheet1.jpg","19262_R130110_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307107/19252_R130171_Sheet1.jpg","19252_R130171_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307107/19254_R130173_Sheet1.jpg","19254_R130173_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307107/19255_R130224_Sheet1.jpg","19255_R130224_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307107/20068_R130181_Sheet1.jpg","20068_R130181_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307109/19268_R130105_Sheet1.jpg","19268_R130105_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307111/19228_R130230_Sheet1.jpg","19228_R130230_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307112/19234_R130246_Sheet1.jpg","19234_R130246_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307112/19235_R130216_Sheet1.jpg","19235_R130216_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307112/19238_R130265_Sheet1.jpg","19238_R130265_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307112/19240_R130207_Sheet1.jpg","19240_R130207_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307112/19242_R130218_Sheet1.jpg","19242_R130218_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307113/19267_R130235_Sheet1.jpg","19267_R130235_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307113/19269_R130204_Sheet1.jpg","19269_R130204_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307114/19270_R130214_Sheet1.jpg","19270_R130214_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307114/19272_R130219_Sheet1.jpg","19272_R130219_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307114/19273_R130240_Sheet1.jpg","19273_R130240_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307114/19275_R130256_Sheet1.jpg","19275_R130256_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307114/19278_R130252_Sheet1.jpg","19278_R130252_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307115/19229_R130257_Sheet1.jpg","19229_R130257_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307115/19230_R130296_Sheet1.jpg","19230_R130296_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307118/19243_R130253_Sheet1.jpg","19243_R130253_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307118/19245_R130254_Sheet1.jpg","19245_R130254_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307118/19247_R130243_Sheet1.jpg","19247_R130243_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307118/19249_R130217_Sheet1.jpg","19249_R130217_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307118/19251_R130244_Sheet1.jpg","19251_R130244_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307119/19274_R130260_Sheet1.jpg","19274_R130260_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307119/19276_W130429_Sheet1.jpg","19276_W130429_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307119/19277_R130263_Sheet1.jpg","19277_R130263_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307120/19266_R130284_Sheet1.jpg","19266_R130284_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307120/19271_R130279_Sheet1.jpg","19271_R130279_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307121/19257_R130264_Sheet1.jpg","19257_R130264_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1307121/20072_R130268_Sheet1.jpg","20072_R130268_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1308129/6531_W130461_Sheet1.jpg","6531_W130461_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1308129/6532_W130462_Sheet1.jpg","6532_W130462_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1308131/6564_W130467_Sheet1.jpg","6564_W130467_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1308131/6566_W130468_Sheet1.jpg","6566_W130468_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1308139/6479_W130500_Sheet1.jpg","6479_W130500_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1308139/6480_R130062_Sheet1.jpg","6480_R130062_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1308139/19156_R130136_Sheet1.jpg","19156_R130136_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1308139/19158_W130498_Sheet1.jpg","19158_W130498_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1308139/19160_R130316_Sheet1.jpg","19160_R130316_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1308140/6549_W130501_Sheet1.jpg","6549_W130501_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1308140/6551_W130502_Sheet1.jpg","6551_W130502_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1308140/6552_W130503_Sheet1.jpg","6552_W130503_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1308141/6524_W130509_Sheet1.jpg","6524_W130509_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1309147/19221_R130529_Sheet1.jpg","19221_R130529_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1309147/19227_W130530_Sheet1.jpg","19227_W130530_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1309147/19231_R130318_Sheet1.jpg","19231_R130318_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1309147/19232_W130532_Sheet1.jpg","19232_W130532_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1309147/19236_W130533_Sheet1.jpg","19236_W130533_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1309147/19241_W130534_Sheet1.jpg","19241_W130534_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1309148/6427_W130540_Sheet1.jpg","6427_W130540_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1309148/19253_R130150_Sheet1.jpg","19253_R130150_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1309148/19256_W130541_Sheet1.jpg","19256_W130541_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310152/5930_W130553_Sheet1.jpg","5930_W130553_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310152/19103_W130557_Sheet1.jpg","19103_W130557_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310152/19105_R130226_Sheet1.jpg","19105_R130226_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310152/19106_W130558_Sheet1.jpg","19106_W130558_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310152/19107_R130220_Sheet1.jpg","19107_R130220_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310152/19110_W130554_Sheet1.jpg","19110_W130554_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310153/6323_R130237_Sheet1.jpg","6323_R130237_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310153/6324_W130559_Sheet1.jpg","6324_W130559_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310153/19138_W130563_Sheet1.jpg","19138_W130563_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310153/19347_R130035_Sheet1.jpg","19347_R130035_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310153/19348_R130050_Sheet1.jpg","19348_R130050_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310153/19349_R130041_Sheet1.jpg","19349_R130041_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310154/6443_W130566_Sheet1.jpg","6443_W130566_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310154/19118_W130567_Sheet1.jpg","19118_W130567_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310154/19119_W130568_Sheet1.jpg","19119_W130568_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310154/19122_W130569_Sheet1.jpg","19122_W130569_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310155/6515_W130571_Sheet1.jpg","6515_W130571_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310155/6518_W130572_Sheet1.jpg","6518_W130572_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310155/6521_W130575_Sheet1.jpg","6521_W130575_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310155/6522_W130576_Sheet1.jpg","6522_W130576_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310155/19369_R130042_Sheet1.jpg","19369_R130042_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310155/19370_R130032_Sheet1.jpg","19370_R130032_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310156/6330_W130581_Sheet1.jpg","6330_W130581_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310156/19136_R130178_Sheet1.jpg","19136_R130178_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310156/19137_W130579_Sheet1.jpg","19137_W130579_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310156/19140_W130580_Sheet1.jpg","19140_W130580_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310156/19143_R130311_Sheet1.jpg","19143_R130311_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310156/19144_R130310_Sheet1.jpg","19144_R130310_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310157/19162_R130233_Sheet1.jpg","19162_R130233_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310157/19165_W130586_Sheet1.jpg","19165_W130586_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310158/5984_W130587_Sheet1.jpg","5984_W130587_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310158/19372_R130016_Sheet1.jpg","19372_R130016_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310159/6367_W130594_Sheet1.jpg","6367_W130594_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310159/6682_W130590_Sheet1.jpg","6682_W130590_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310159/6683_W130591_Sheet1.jpg","6683_W130591_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310159/6684_W130592_Sheet1.jpg","6684_W130592_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310159/6685_W130593_Sheet1.jpg","6685_W130593_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310160/6455_W130600_Sheet1.jpg","6455_W130600_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310160/6456_R130227_Sheet1.jpg","6456_R130227_Sheet1.jpg","YES"
