"link","file_target","failed"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310160/6457_R130232_Sheet1.jpg","6457_R130232_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310160/19121_R130144_Sheet1.jpg","19121_R130144_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310160/19123_W130596_Sheet1.jpg","19123_W130596_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310160/19124_W130597_Sheet1.jpg","19124_W130597_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310161/6368_W130602_Sheet1.jpg","6368_W130602_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310161/6369_W130582_Sheet1.jpg","6369_W130582_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310161/6370_W130603_Sheet1.jpg","6370_W130603_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310162/6458_W130606_Sheet1.jpg","6458_W130606_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310162/19169_R130306_Sheet1.jpg","19169_R130306_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310162/20013_R130148_Sheet1.jpg","20013_R130148_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310163/19206_R130308_Sheet1.jpg","19206_R130308_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310163/19207_W130613_Sheet1.jpg","19207_W130613_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310163/19208_W130614_Sheet1.jpg","19208_W130614_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310164/19112_R130166_Sheet1.jpg","19112_R130166_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310164/19114_R130146_Sheet1.jpg","19114_R130146_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310164/19115_R130172_Sheet1.jpg","19115_R130172_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310164/19116_R130223_Sheet1.jpg","19116_R130223_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310165/6419_W130620_Sheet1.jpg","6419_W130620_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310165/6421_W130621_Sheet1.jpg","6421_W130621_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310165/6424_W130622_Sheet1.jpg","6424_W130622_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310165/6425_W130624_Sheet1.jpg","6425_W130624_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310165/6426_W130623_Sheet1.jpg","6426_W130623_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1310165/6431_W130619_Sheet1.jpg","6431_W130619_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311166/6383_R130170_Sheet1.jpg","6383_R130170_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311166/6385_W130628_Sheet1.jpg","6385_W130628_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311166/19075_R130328_Sheet1.jpg","19075_R130328_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311166/19079_R130205_Sheet1.jpg","19079_R130205_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311167/6414_W130633_Sheet1.jpg","6414_W130633_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311167/6694_W130631_Sheet1.jpg","6694_W130631_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311167/6695_W130632_Sheet1.jpg","6695_W130632_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311167/20061_W130634_Sheet1.jpg","20061_W130634_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311169/6468_W130641_Sheet1.jpg","6468_W130641_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311169/6469_W130642_Sheet1.jpg","6469_W130642_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311169/6471_W130643_Sheet1.jpg","6471_W130643_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311169/19354_R130002_Sheet1.jpg","19354_R130002_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311170/6434_W130648_Sheet1.jpg","6434_W130648_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311170/19214_R130013_Sheet1.jpg","19214_R130013_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311170/19215_W130646_Sheet1.jpg","19215_W130646_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311170/19216_W130649_Sheet1.jpg","19216_W130649_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311171/6432_W130650_Sheet1.jpg","6432_W130650_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311171/19374_R130037_Sheet1.jpg","19374_R130037_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311171/19375_R130027_Sheet1.jpg","19375_R130027_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311171/19376_R130052_Sheet1.jpg","19376_R130052_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311172/6509_W130654_Sheet1.jpg","6509_W130654_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311172/6510_W130655_Sheet1.jpg","6510_W130655_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311172/6512_W130656_Sheet1.jpg","6512_W130656_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311173/6544_W130658_Sheet1.jpg","6544_W130658_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311173/6547_W130657_Sheet1.jpg","6547_W130657_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311173/6548_W130659_Sheet1.jpg","6548_W130659_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311174/6496_W130660_Sheet1.jpg","6496_W130660_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311174/6497_W130661_Sheet1.jpg","6497_W130661_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311174/6498_W130662_Sheet1.jpg","6498_W130662_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311175/6467_W130663_Sheet1.jpg","6467_W130663_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311175/6470_W130664_Sheet1.jpg","6470_W130664_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311175/6481_W130665_Sheet1.jpg","6481_W130665_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311175/6482_W130666_Sheet1.jpg","6482_W130666_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311176/6649_W130667_Sheet1.jpg","6649_W130667_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311176/6651_W130669_Sheet1.jpg","6651_W130669_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311176/6652_W130670_Sheet1.jpg","6652_W130670_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311176/6655_W130668_Sheet1.jpg","6655_W130668_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311177/6533_W130671_Sheet1.jpg","6533_W130671_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311177/6660_W130672_Sheet1.jpg","6660_W130672_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311177/6661_W130673_Sheet1.jpg","6661_W130673_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311178/6349_R130151_Sheet1.jpg","6349_R130151_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311178/19089_W130675_Sheet1.jpg","19089_W130675_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311178/19091_W130676_Sheet1.jpg","19091_W130676_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1311178/19094_W130677_Sheet1.jpg","19094_W130677_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1312179/6438_R130152_Sheet1.jpg","6438_R130152_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1312179/6441_W130680_Sheet1.jpg","6441_W130680_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1312181/6527_R130292_Sheet1.jpg","6527_R130292_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1312182/19183_W130694_Sheet1.jpg","19183_W130694_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1312182/20056_W130814_Sheet1.jpg","20056_W130814_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1312182/20057_W130693_Sheet1.jpg","20057_W130693_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1312184/6461_W130702_Sheet1.jpg","6461_W130702_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1312184/6462_W130703_Sheet1.jpg","6462_W130703_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1312185/6433_R130167_Sheet1.jpg","6433_R130167_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1312186/19154_R130322_Sheet1.jpg","19154_R130322_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1312186/19155_R130321_Sheet1.jpg","19155_R130321_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1312187/6451_W130709_Sheet1.jpg","6451_W130709_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1312187/6453_R130162_Sheet1.jpg","6453_R130162_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1312187/19132_R130291_Sheet1.jpg","19132_R130291_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1312187/19133_R130153_Sheet1.jpg","19133_R130153_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313188/6403_W130718_Sheet1.jpg","6403_W130718_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313188/6404_W130717_Sheet1.jpg","6404_W130717_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313188/6706_W130720_Sheet1.jpg","6706_W130720_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313188/19367_R130019_Sheet1.jpg","19367_R130019_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313188/19368_R130020_Sheet1.jpg","19368_R130020_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313189/6676_W130723_Sheet1.jpg","6676_W130723_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313189/6677_W130721_Sheet1.jpg","6677_W130721_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313189/19342_R130047_Sheet1.jpg","19342_R130047_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313190/19211_R130005_Sheet1.jpg","19211_R130005_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313191/5932_R130022_Sheet1.jpg","5932_R130022_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313191/5934_R130023_Sheet1.jpg","5934_R130023_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313191/19358_R130164_Sheet1.jpg","19358_R130164_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313191/19359_R130206_Sheet1.jpg","19359_R130206_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313192/19340_R130046_Sheet1.jpg","19340_R130046_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313192/19341_R130021_Sheet1.jpg","19341_R130021_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313193/6378_R130004_Sheet1.jpg","6378_R130004_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313193/19076_R130015_Sheet1.jpg","19076_R130015_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313193/19080_W130736_Sheet1.jpg","19080_W130736_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313194/6446_R130177_Sheet1.jpg","6446_R130177_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313194/19263_R130025_Sheet1.jpg","19263_R130025_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313194/19264_R130161_Sheet1.jpg","19264_R130161_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313194/20069_R130330_Sheet1.jpg","20069_R130330_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313195/6473_W130744_Sheet1.jpg","6473_W130744_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313195/6474_W130745_Sheet1.jpg","6474_W130745_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313195/19365_R130010_Sheet1.jpg","19365_R130010_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313195/19366_R130049_Sheet1.jpg","19366_R130049_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313196/6375_W130749_Sheet1.jpg","6375_W130749_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313196/19344_R130017_Sheet1.jpg","19344_R130017_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313196/19345_R130031_Sheet1.jpg","19345_R130031_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313196/19346_R130029_Sheet1.jpg","19346_R130029_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313197/6697_W130751_Sheet1.jpg","6697_W130751_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313197/6700_W130753_Sheet1.jpg","6700_W130753_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313197/19361_R130286_Sheet1.jpg","19361_R130286_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313197/19362_R130007_Sheet1.jpg","19362_R130007_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1313197/19363_R130290_Sheet1.jpg","19363_R130290_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1314084/19145_W130756_Sheet1.jpg","19145_W130756_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1314084/19147_R130320_Sheet1.jpg","19147_R130320_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1314085/19222_R130012_Sheet1.jpg","19222_R130012_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1314085/19224_R130248_Sheet1.jpg","19224_R130248_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1314086/6640_W130761_Sheet1.jpg","6640_W130761_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1314087/6492_W130764_Sheet1.jpg","6492_W130764_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1314087/20059_W130763_Sheet1.jpg","20059_W130763_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1314088/6502_R130014_Sheet1.jpg","6502_R130014_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1314088/6504_R130315_Sheet1.jpg","6504_R130315_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1314089/6550_W130771_Sheet1.jpg","6550_W130771_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1315046/19378_R130130_Sheet1.jpg","19378_R130130_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/13/1315047/19185_W130801_Sheet1.jpg","19185_W130801_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/14/1401004/802__Sheet1.jpg","802__Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/14/1401004/803__Sheet1.jpg","803__Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/14/1402067/788__Sheet1.jpg","788__Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/16/1604034/10125__Sheet1.jpg","10125__Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/16/1604034/4579__Sheet1.jpg","4579__Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/16/1604034/4578__Sheet1.jpg","4578__Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/16/1604034/4580__Sheet1.jpg","4580__Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/16/1608074/8917__Sheet1.jpg","8917__Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/16/1608074/4513__Sheet1.jpg","4513__Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/16/1608074/8916__Sheet1.jpg","8916__Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/16/1608074/4512__Sheet1.jpg","4512__Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/16/1608074/8915__Sheet1.jpg","8915__Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/16/1608074/8914__Sheet1.jpg","8914__Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/18/1803049/6675_W180182_Sheet1.jpg","6675_W180182_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/19/1901004/3250_ R190149_Sheet1.jpg","3250_ R190149_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/22/2205107/8292_ _Sheet1.jpg","8292_ _Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/23/2307189/10703_ R230002_Sheet1.jpg","10703_ R230002_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/23/2307189/10692_ W230381_Sheet1.jpg","10692_ W230381_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/24/2405140/9356__Sheet1.jpg","9356__Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/27/2702054/5213_ R270352_Sheet1.jpg","5213_ R270352_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/27/2702054/5214_ R270410_Sheet1.jpg","5214_ R270410_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/27/2701001/11484_ _Sheet1.jpg","11484_ _Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/27/2701001/11485_ _Sheet1.jpg","11485_ _Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/27/2701021/16811_ W270261_Sheet1.jpg","16811_ W270261_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/27/2701028/5414_ R270310_Sheet1.jpg","5414_ R270310_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/27/2701028/5417_ W270342_Sheet1.jpg","5417_ W270342_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/28/2801013/7658__Sheet1.jpg","7658__Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/28/2801024/7656__Sheet1.jpg","7656__Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/28/2801024/7679__Sheet1.jpg","7679__Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/28/2801024/7682__Sheet1.jpg","7682__Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/28/2801024/7657__Sheet1.jpg","7657__Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/28/2801027/7723__Sheet1.jpg","7723__Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/28/2801027/7645__Sheet1.jpg","7645__Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/29/2908168/7910_ R290018_Sheet1.jpg","7910_ R290018_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/29/2912212/7813_ R290176_Sheet1.jpg","7813_ R290176_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/32/3210305/9079_ R320126_Sheet1.jpg","9079_ R320126_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/32/3210305/9079_ R320126_Sheet2.jpg","9079_ R320126_Sheet2.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/32/3210305/9080_ R320249_Sheet1.jpg","9080_ R320249_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/32/3210305/9080_ R320249_Sheet2.jpg","9080_ R320249_Sheet2.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/34/3401005/3712__Sheet1.jpg","3712__Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/34/3401005/3572__Sheet1.jpg","3572__Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/34/3401009/3593__Sheet1.jpg","3593__Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/34/3401009/3596__Sheet1.jpg","3596__Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/34/3401015/9298__Sheet1.jpg","9298__Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/34/3401015/3559__Sheet1.jpg","3559__Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/34/3401015/3560__Sheet1.jpg","3560__Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/34/3401015/9296__Sheet1.jpg","9296__Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/34/3401015/9286__Sheet1.jpg","9286__Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/34/3401015/3562__Sheet1.jpg","3562__Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/34/3406065/3557__Sheet1.jpg","3557__Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/34/3406065/9804__Sheet1.jpg","9804__Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/35/0201005/5893_ W020025_Sheet1.jpg","5893_ W020025_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/35/0201005/5897_ W020024_Sheet1.jpg","5897_ W020024_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/35/0702034/343_ w070430_Sheet1.jpg","343_ w070430_Sheet1.jpg","YES"
"http://edss.iec.org.af/ats/resultssheets 2018/35/2705104/12755_ R350032_Sheet1.jpg","12755_ R350032_Sheet1.jpg","YES"
